text,label
"Oh, you didn't have to do this.",0
"Yes, I did. Yes, I did. Because, you're my girlfriend, and that's what girlfriends should, should get.",1
"Well, I gotta buy a vowel. Because, oh my Gawd! Who, would've thought that someday, Chandler Bing would buy me a drawer.",1
"Well, not me. But that's what's happened, and, ah, and, and there's more. We should take a trip.",1
We should?,0
"Yep, we're a couple and that's what couples do. And, I wanna meet your parents. We should take a trip with your parents!",1
"I don't think we need to, because you're tripping me out right now! Are you okay?",1
You probably want us to move in together?,0
It doesn't scare me!,1
"Honey, this will help.",0
Uff.,0
That is never good.,6
Then I got all needy and clingy.,0
She said she'd call me.,0
Ohh!,0
Oh God.,0
Welcome to our side of the tunnel.,4
This ice cream tastes like crap by the way.,3
"Yeah, you do.",0
"So, you don't think I'm terminal?",1
"Well, no, not at all, you're not terminal, you just, you just need some damage control.",4
"Okay, okay. So, should I call her?",1
Nooo!,5
She has to know that your not ready.,4
"Right. So, what you have to do is, you have to accidentally run into her on purpose. And then act aloof.",0
"So I'm not, not gonna lose her?",1
"Oooh, honey, you're not a total loser.",0
"I said, 'So I'm not gonna lose her?'",0
Oh.,0
"Guess who's here. It's the toughest guy in toy land, Ben. 'A real American hero. I'm G.I. Joe!' Drop the Barbi, drop the Barbi.",1
G.I. Joe? Do you really think he's gonna fall for that?,1
G. I. Joe! Cool! Can I play?,1
"Look Ben, it's a toy that protects U.S. oil interests overseas!",5
Go Joe!!!,5
Helloo! Oh!,6
Pheebs! There you are!,1
"No it's not, sorry.",2
"But Phoebe, wait! Wait! Phoebe. Phoebe!",1
"It's okay, these things happen.",6
"I'm, I'm okay. See.",6
"No! No, no you can't quit! You're the best agent I ever had! Look Pheebs, rejection is part being an actor, you can't take it personally.",4
"Not personal, really, well they said that they never met an Italian actor with a worse Italian accent.",6
They actually said that?,6
"Yeah. Ooh God, there's that face again! See I can't do this job! I...",6
"Yeah okay, no if it helps you okay. Yeah.",0
"You'll never get me, Joe!!!",1
"No, thank you. Chandler!",0
"Hello, Janice.",1
What are you doing here?,3
"Oh, just a bit of shopping. How've you been?",1
Are you being British?!,6
No. Not anymore.,2
Why are you shopping here? You don't live in this neighborhood. Were you here waiting for me?,2
"Yeah, huh. I'm just uh, you know I'm just picking up some things for a party.",2
Barley? What kind of party serves barley?,3
"Well, I'm sorry if my friends aren't as sophisticated as yours.",0
Where is this party?,3
Here in Chelsea.,0
Who's party is it?,0
A woman's,0
What woman?!,3
Chelsea.,4
Can I be that guy?,0
"Okay, so we got some more good rejections, lots of stuff to work on.",0
"Okay, shoot.",0
"Okay, um, oh, the zoo commercial.",0
I didn't get it?,6
"No. They said you 'Weren't believable as a human being.' So, you can work on that.",0
"Okay, what else?",0
"Um, the off-Broadway play people said 'You were pretty but dumb.'",0
Oh.,6
"Oh no wait, I'm sorry, that's 'pretty dumb.'",0
"Look, it's okay, no, no, no, really, look um, I really appreciate this Pheebs, but I think I'm gonna have to go back to Estelle.",6
Oh.,6
"Yeah, well don't get me wrong, you're a better agent than she is, but at least with her I don't want to blow my pretty dumb brains out.",0
"Yeah, no, I understand.",6
"You do, thanks.",0
Yeah. Sorry.,6
Wait a minute.,0
What?,0
"Wait a minute, did you just make up all that stuff just to get out of being my agent.",0
"Oh, you caught me. I am so busted.",1
That's-ah what I suspected-ah.,1
"....And then I just, you know, threw the bag of barley at her, and ran out of the store.",6
"My God! Chandler, we said be 'aloof' not 'a doof'.",2
"I've actually ruined this haven't I? It's time for the good ice cream now, right?",6
"Yeah, it is.",0
"You know what, everything's gonna be okay.",4
"Hello. Hi, Janice! Can you hold on for a second? Okay. Okay, what do I do?",2
"Shhh...I don't know what to do, this is totally unprecedented.",2
If-if-if we ever did what you did a man would never call.,2
Yeah.,0
Hello!,1
"Yes, and grumpy.",4
"He's soo lucky, if Janice were a guy, she'd be sleeping with somebody else by now.",4
I love you too.,1
"Aw, it's soo unfair.",6
G. I. Joe. G. I. Joe?!,3
"Hey, I don't know what to tell you guys that's the doll he chose.",5
"What'd you do, dip it in sugar?",3
"Look, G. I. Joe's in, Barbi's out. And if you guys can't deal with it, that's your 'too bad.'",3
"What are you being such a weenie for? So he has a Barbi, big deal. You used to dress up like a woman.",3
What?,2
"Well, you used to dress up in Mom's clothes all the time.",3
What are you talking about?,2
"The big hat, the pearls, the little pick handbag.",5
"Okay, you are totally making this up.",3
How can you not remember? You made us call you...Bea.,5
Oh God.,2
I've literally never been this happy.,1
Wasn't there a little song?,5
"Oh please God, let there be a song.",1
There was no song. There was no song!,2
'I am Bea.',5
Okay.,3
'I drink tea.',1
"Okay, that's, that's enough.",2
"'....Won't you, won't you, won't you.... '",1
Won't you dance around with me.,2
A-ha!!!,1
Hey!,1
Hey!,1
Hey-hey-hey. So what happened? A forest tick you off?,1
No. Y'know how we're always saying we need a place for the mail.,1
Yeah!,1
"Well, I started building one. But then I decided to take it to the next step.",5
You're building a post office?,1
"No, an entertainment unit, with a mail cubby built right in. It's a one day job, max.",4
Okay. My word! Those are snug.,3
"Oh yeah. These are my old work pants, Sergio Valente's.",1
Power saw kinda got away from me there.,1
Hey Pheebs.,0
Hey!,1
Any sign of your brother?,0
"No, but he's always late.",0
I thought you only met him once?,0
"Well relax, he'll be here.",4
"No, I know, I'm just nervous. Y'know it's just y'know Mom's dead, don't talk to my sister, Grandma's been sleeping a lot lately. It's like the last desperate chance to have a family, y'know, kinda thing. You're so sweet to wait with me.",2
"Well, actually Gunther sent me. You're not allowed to have cups out here, it's a thing.",0
"Oh, I'm sorry. Did I get 'ya?",0
"No, you didn't get me!! It's an electric drill, you get me, you kill me!!",3
"Calm down, do you want this unit or not?",0
I do NOT want this unit!!,3
"Well, you should've told me that before, I'm not a mind reader. Hey, we're out of beer. I'm going to Monica's.",0
Fine!,3
Hey! Where 'ya headin' in those pants? 1982?,1
"Why, what's wrong with my bathroom floor?",2
"Nothing. It's just old and dingy, that's all.",4
I highly doubt that.,6
"Oh yeah. If you ah, move your hamper, you see what color the tile used to be. Yeah.",0
I can't live like this! What are we gonna do? What are we gonna do?,3
Relax. Here hold this . This old stuff just comes right off.,5
That's a little more than I wanted to see.,6
"Aw! Look at that, every inch of this stuff is glued down. It'd take forever to pry this up. You should ah, you should just leave it.",2
I can't leave it! You gouged a hole in my dingy floor.,3
Eh! There you go.,1
"You know that's nice, y'know we could put it back there after the surgeons remove it from your colon!",1
"Oh, ew!",2
What?,5
"Yeah I know what I wanted to ask you. Um, can you roll your tongue? Because I can, and my Mom couldn't, and I thought y'know, I figured that was something I got from our Dad.",1
"What, wait, you mean like this?",1
"Yeah, yeah. You can do it to.",0
Your not doing it.,0
"Oh right, yeah okay, my Mom could, and I can't. We don't have that....",0
When's your birthday?,2
Feburary 16th.,0
I know a guy who's the 18th.,0
"Wow, that's close. When's yours?",2
October 25th.,0
"That's the same month as Halloween. So, um, what kinda things do you like to do at home?",1
Melt stuff.,0
"Okay, I've got three of my five.",1
"Three of your five, what?",0
Celebrities I'm allowed to sleep with.,1
Oh my God! You are giving this a lot of thought.,5
"Yeah, it's hard okay, I only have two spots left.",5
"All right, so who do you got it narrowed down to?",0
"Okay, Elizabeth Hurely....",4
"Oooh-hoo, very attractive, forgiving.",1
Susan Sarandon.,0
"Eh, y'know what, she's to political, she probably wouldn't let you do it, unless you donated four cans of food first.",4
And!! Isabella Rosselini.,1
"Ooh-hoo. Very hot, very sexy. But ah, y'know she's too international, y'know she's never gonna be around.",1
So?,0
"So, you gotta play the odds, pick somebody who's gonna be in the country like all the time.",0
"Yeah, 'cause that's why you won't get Isabella Rosselini, geography.",5
"Okay so, by melting, you meant melting.",0
Yeah.,0
So is it like art?,0
"Um, yeah sure. Why you wanna call your Mom?",0
"No, I wanna melt it.",0
"Oh, well um, not right now. Y'know I'm just gonna go to bed, I think the fumes are giving me a headache.",6
Yeah!,1
"G'night, bro.",1
G'night.,1
"Here. Y'know, just in case.",1
"Oh, excellent.",1
What kind of karate is that?,0
No kind. He just makes it up.,0
So how's it going with you guys?,4
"So far, it kinda blows. I don't know, I just thought y'know that he'd feel more like a brother y'know, like you and Ross, just like close and connected and....",6
"Oh honey, we're close now but you-you wouldn't believe the years of-of nugies, and wedgies, and flying wedgies, and atomic wedgies, and.... That's where the waistband actually goes over your head.",4
Ah!!,0
"Oh, we used to drive each other crazy playing the shadow game.",1
"Oh, how do you play the shadow game?",4
"Oh, how do you play the shadow game?",1
I just asked you.,0
I just asked you.,1
I don't have time for this.,3
"No, that is what the game is.",4
Which you just gave up really quickly.,0
Have you seen Joey?,0
What's the matter?,4
What's going on?,5
He's retiling my floor.,0
Yo!! Spackel boy! Get up!,5
He started mine first!,3
"Build the unit Cinderelly, lay the tile Cinderelly.",1
Whoa! Big octopus.,1
"Yeah. 'Hello. Oh my God, I totally forgot! Well can't someone else do it. But, I have company. Yeah, no look, that's all right I'll come in.' Um, Frank, I'm really sorry but I have to go to work. It's-it's one of my regulars and he's insisting that I do 'um.",0
"Hey, what kind of work do you do?",0
Oh! I'm a masseuse. I give people massages and stuff.,4
You-you work at one of those massage parlors?,0
"Well, y'know we don't call it that, but yeah!",1
"Wow! That's wild! No, I had no idea.",1
All righty. I'll be back in-in a little bit. Unless you wanna come with me?,1
You mean like watch?,1
"No, no, you can get one yourself. It'll be on the house! Y'know what are big sisters for?",1
"Well, I don't think this, y'know.",2
"No, no, no, I wouldn't do you myself, I mean that would be weird. Yeah, no, I'll get one of the other girls to do it. Oh, this will be so much fun! Hey! Are you excited?",4
"Yeah! Hey, do Monica and Rachel work there?",1
It's beautiful! It's like the first bathroom floor there ever was. Whoa! Are you going in there for?,2
"What, like a number?",5
Hey!,1
Hi! Bye!,4
"Okay, I'm done with my choices, these are final.",1
"Well, it's about time.",1
"Ooh, very official.",1
"Oh, yeah, well y'know Chandler printed it up on his computer.",2
And who laminated it?,4
That would be me.,1
"All right let me see. Uma Thurman, Winona Ryder, Elizabeth Hurely, Michelle Pfieffer, and Dorothy Hammel?",4
"Hey, it's my list.",6
"Okay honey, you do realize she only spins like that on ice.",4
"Okay, on three. One....Two....",1
Why don't we just go on two.,0
Why two?,0
Because it's faster.,5
"Yeah, I coulda counted to three like four times without all this 'two' talk.",3
Oh!,5
"All right, but in the future...",0
Okay!! Okay!!,3
Come on!,3
"Heavy thing, not getting lighter!",3
"Okay, one...two...",5
So we are going on two?,4
All right!!,3
"Oh, good job Joe.",0
"Wow, it's big!",1
"Maybe, my ruler's wrong.",3
Maybe all the rulers are wrong.,0
Y'know what?,0
Umm?,0
I bet 'ya ya I could fit in there.,5
I've got five bucks says you can't.,1
"Get out your checkbook, mister.",5
"Oh, I think I have the cash.",5
You are dogged man! I totally fit!,5
"Yeah, you got me. I'm out five big ones! Here you go.",3
"Thank you. Cha-ching! Oh, well hello Mr. Lincoln. Better luck next time buddy. And the drinks are on me!",1
Janice has a question. Who of the six of you has sleep with the six of you?,0
"Wow, it's like a dirty math problem.",0
I'm sorry the answer there would be...none of us.,2
"Come on over the years none of you ever y'know, got drunk and stupid.",5
"Well, that's really a different question.",0
"Well, there was that one time that Monica and Rachel got together.",1
What?!!,3
"Excuse me, there was no time!",3
"Okay, but let's say there was. How might that go?",5
"Okay, okay, well then answer me this. Has any of you ever.... almost?",0
Does anybody need more coffee?,2
"Yeah, I'll take some.",2
"Hey, there's a dog out there!",1
"Soo, ah, Eric, what kind of photography do ya do?",0
"Oh, mostly fashion, so there may be models here from time to time, I hope that's cool.",0
"Yes, that is cool. Because I have models here y'know......never.",1
"Well, listen I ah, still have one more person to ah meet, but unless it turns out to be your sister, I think you're chances are pretty good. All right.",1
"Bedroom. Bathroom. Living room. This right here is the kitchen, and thanks for coming by, Bye-bye.",4
"Don't you ah, don't you wanna ask me any questions?",0
Sure. Ummm. What's up?,2
"Well, ah, I'm an actor. I'm fairly neat. I ah, I got my own TV. Oh, and don't worry I'm totally okay with the gay thing.",4
What gay thing?,2
"No real-, honey, really it's fine, just g-go with Susan. Really, I, no, I think girls night out is a great idea. Okay, okay, bye",2
So what are they doing?,1
"I don't know, something girlie.",4
"Hey, you're early.",1
What are you doing with the lamp?,2
I'm just taking it to be re-wired.,0
"No, no, Mr. Heckles no one is making any noise up here.",2
You're disturbing my oboe practice.,3
You don't play the oboe!,3
I could play the oboe!,3
Then I'm gonna have to ask you to keep it down.,3
Who are you?,2
"Hi, I'm Eric, I'm gonna be Chandler's new roommate.",4
I'm Chandler's new roommate.,4
I-I-I don't think so.,5
I could be Chandler's new roommate.,3
"But, he told me over the phone.",2
He told me in person.,5
That's weird.,2
"Hi, again.",0
Hey!,1
Hey!,1
"Thank you soo, much.",1
You want some help with that?,0
"Oh, no thanks, I got it. No I don't!",0
Whoa! Are you okay?,2
It's the heat. And-and the humidity.,0
"That's a uh, that's a tough combination.",2
Thank you. Just make yourself comfortable.,0
Gotcha.,0
"Oh, you bet I am!",1
"Okay, here's your penis!",1
Oh my God!!! What are you doing?!!,2
So?!,3
Yeah huh!! Cover yourself up!,2
"Oh right, right.",2
Pheebs?,0
Huh?,0
Where's your bed?,2
What?,2
What are you talking about?,2
Everybody knows!,5
What?!?!,2
You can spill. In the sink.,5
"I love you, too.",4
"Aww, good. What?",1
What? I'm just said.,2
"So ah, whatcha watching?",1
Baywatch.,4
What's it about?,0
Lifeguards.,0
Nicole Eggert. You'll like her.,4
Wow! Look at them run.,1
"Yeah, I'll go get one.",1
"Well, hello!",0
Hey.,0
Help yourself.,6
You okay?,0
Phoebe moved out.,6
Right.,0
"Well, I think so.",6
Hi. Where is everybody?,6
Oh no! Why?,2
"Well, now I do!!",3
I'm sorry.,6
"Aw, God Ross. Oh.",6
"Umm, this is nice.",1
"I know, it is isn't it?",1
I know. Thanks.,0
I can't believe you came back.,1
"Don't say anything. I don't wanna speak, I don't wanna think. I just want you to take me and kiss me and make love to me right here, right now.",5
Rachel! Rachel!,2
What?,0
You missed the exit!,3
"Oh, sorry.",6
"My God, what were you thinking about?",2
"Um, Barry.",2
Awwww!!,4
"So I told Carl, 'Nobody, no matter how famous their parents are, nobody is allowed to climb on the dinosaur.' But of course this went in one ear and out.....",0
I love how he cares so much about stuff. If I squint I can pretend he's Alan Alda.,4
"Oh good, another dinosaur story. When are those gonna become extinct?",0
"If I was a superhero who could fly and be invisible, that would be the best.",1
What does Rachel see in this guy? I love Rachel. I wish she was my wife.,4
Who's singing?,0
"Hey. When you guys were kids and you played Happy Days, who were you? I was always Richie.",1
I was always Joanne.,1
"Question. Was ah, 'Egg the Gellers!' the war cry of your neighbourhood?",0
Ewww! Oh! It's the Mattress King!,6
Booo!!,6
Don't look honey. Change the channel! Change the channel!,3
"Wait! Wait! I wanna see this. After I divorce him, half of that kingdom is gonna be mine.",4
'Despair fills the mattress showroom. My kingdom is suddenly without a queen. I'm so depressed I'm going to slash... my prices!! Check it out! Four ninety-nine for a pillow top queen set! I'm going medieval on prices!,1
What a wank!,3
"Oh, I cannot believe he's using our divorce to sell mattresses.",3
I'm close. I'm cheap. I'm the king.,1
"Ugh! I don't know Monica. It feels funny just being here. I mean if you buy a bed from Janice's ex-husband, that's like betraying Chandler.",2
Not at these prices.,0
Hi. Y'know in England this car would be on the other side of the store. Woo!,1
"Oh! Ohhhhh! Oh! Phoebe, come here. Aw, this is my new bed. You gotta feel this bad boy.",1
"Eh, Monica it, it feels so weird, y'know, Chandler's your friend... Oh! Oh my God! Aw, all right take this bed, you can make other friends.",4
Hi Daddy!,1
"This where they put it? What, there no table available in the kitchen! Hello, baby.",1
You remember Ross.,0
Um-hmm.,0
Nice to see you again Dr. Green.,4
So! How's the library?,0
"Ugh, museum.",6
What happened to the library?,0
"You know what's really good here, the lobster. What do you say shall I just order three.",1
"Yeah, actually Daddy Ross is allergic to lobster.",0
It's not a library...,0
"I know!! It's a museum! What, you're the only one around here who can make a joke! At least mine was funny. Ah, waiter, we will have two lobsters and a menu.",0
"Hey, Mr. Trib.",0
Hey-hey.,0
"Guess what, I got an audition!",1
"Awww, one of my students got an audition. I'm so proud.",5
I was wondering if you would consider coaching me for it?,4
You bet! What's the part?,1
"Oh it's great, it's a role on All My Children, Nick the boxer.",0
Four percent. Okay. I tip more than that when there's a bug in my food.,0
"Ross, tonight was about the two of you getting along. Oh, would you just see my chiropractor, already.",3
"Yeah, I'm gonna go to a doctor who went to school in a mini-mall.",0
"Hey Pheebs, what are you doing?",0
"I'm, I'm freaking out! Monica kinda trusted me with something and she shouldn't have! All right, I haven't lived here in a while, so I have to ask you something. Does Monica still turn on the lights in her bedroom?",0
Um. yeah.,0
I am soo dead.,6
"All right, look, here's the bottom line Ross, this is fixable, if we act fast, okay. So, I'll invite him to brunch tomorrow and you can make nice.",0
"Okay, look, Ross, I realise that my Father is difficult, but that's why you have got to be the bigger man here.",1
"Look sweetie, I could be the bigger man, I could be the biggest man, I could be a big, huge, giant man, and it still wouldn't make any difference, except that I could pick your Father up and say 'Like me! Like me tiny doctor!'",0
"Okay, well can't you just try it one more time Ross? For me? For me?",6
"Okay, okay, okay. I'll get the bagels.",6
What's this?,2
Isn't it cool! Varoom! Varoom!,1
This is not the bed I ordered!,3
"I know, you must've won like a contest or something!",1
Phoebe!,3
Why is this car in my bedroom?,3
"I'm sorry, okay, I-I wasn't looking, and the store says that they won't take it back because you signed for it...",2
When did I sign for it?,3
"When I was you! Y'know what, it's all Joey's fault, 'cause he left his nose open!",2
Did you make brownies today?,0
"Knock, knock.",0
"Quick, take off your dress, he won't notice the bed.",1
"Hey, I'm going for sushi does anybody want.. Whoa-whoa, somebody missed the off ramp.",3
It's Monica's bed. What?,2
Okay. It's a racecar.,3
"So. This has always been Monica's bed, what you're just noticing now, how self-involved are you?",2
"Okay, well it this bed isn't new, how come there is plastic on the mattress?",5
Sometimes I have bad dreams.,2
"Look, I just saw my best friends brains smeared across the canvas, that's not gonna be me, not me.",2
Wow! That was good. That was... Tweezers?,1
No.,0
Whoa. That was really good.,1
"Thanks, any suggestions?",0
You told him to play the boxer gay!!,3
"Well, I-I might've said supergay.",2
You totally screwed him over.,3
"Joey, you're this guy's teacher. I mean how could you do this?",3
"Because, Monica, the guy's so good, and I really, really want this part.",4
"Well, if you really, really want it, then it's okay.",0
"Uh, may I help you?",0
"Look, it's like I told you, there's nothing I can do. You signed for it, Monica Velula Geller.",3
"All right, Jester man, look we wanna see the king.",3
Nobody sees the king!,3
"Oh-ho-kay, I'm talking to the king.",3
Hey! You can't go back there!,3
Oh my God.,2
"Eh..., I don't, I don't know.",0
What?,0
Rachel?,0
Yeah.,0
"Oh, sure! Do you need me to train somebody new?",1
"Good one. Actually, ah, Terry wants you to take the training again, whenever.",5
"Eh, do you believe that?",3
Yeah?,0
"So that's two boxes of the Holiday Macaroons. On behalf of the Brown Birds of America, I salute you.",0
"Just admit it Chandler, you have no backhand.",0
"Excuse me little one, I have a very solid backhand.",1
Shielding your face and shrieking like a girl... is not a backhand.,4
I was shrieking... like a Marine.,1
All right here. Watch me execute the three 'P's of championship play. Power. Precision. and penache.,5
You broke a little girl's leg?!!,3
I know. I feel horrible. Okay.,6
Says here that a muppet got whacked on Seasame Street last night. Where exactly were around ten-ish?,0
"Well, I'm gonna go see her. I want to bring her something, what do you think she'll like?",2
"Maybe a Hello Kitty doll, the ability to walk...",3
I'm gonna get back to retraining.,0
"All right, see you guys.",6
"Look out kids, he's coming!",6
And I gotta go sell some Christmas trees.,0
"Have fun. Oh wait, no, don't! I forgot I am totally against that now.",3
What? Me having a job?,2
"No, no, I am against innocent trees being cut down in their prime, and their, their corpses grotesquely dressed in like tinsel and twinkly lights. Hey, how do you sleep at night?",3
Really?,3
"Yes. Yes, and ah, ah, the trees are happy too, because for most of them, it's the only chance to see New York.",5
"Gunther, Gunther, please, I've worked here for two and a half years, I know the empty trays go over there.",3
What if you put them here.,3
They already do. That's why they call it the 'tray spot.',0
"Gee, I always heard them talk about that, I just always thought that it was a club they went to. Oh God, I'm, I'm sorry.",6
It's all right. Sweetheart.,4
"Well, I kinda wanted to sell the cookies. The girl who sells the most wins a trip to Spacecamp, and gets to sit in a real space shuttle.",1
"Wow, you ah, you really like all this space stuff, huh?",4
I think you would have to clean a whole lot of apartments to go all the way to India.,0
"No. The one in Atlantic City, Dad loves the slots. He says he's gonna double the college money my Grandma left me.",5
"Huh. Well, good luck to Dad. Say, how many more boxes would you have to sell in order to win?",0
The girl who won last year sold four hundred and seventy-five.,0
Yeah.,0
"So far, I've sold seventy-five.",0
"Four hundred, huh? Well, that sounds do-able. How much are the boxes?",2
Five dollars a box.,1
And what is second prize?,2
"A ten speed bike. But, I'd rather have something my Dad couldn't sell.",5
"Well, that makes sense.",4
"Could you do me one favor, if it's not too much trouble?",0
"Yeah, Sarah, anything.",4
Yesss?,2
"Hi, I'm selling Brown Bird cookies.",4
"You're no Brown Bird, I can see you through my peephole.",2
"No, hi, I'm, I'm an honorary Brown Bird",1
What does that mean?,2
"Ah, well, it means that I can sell cookies, but I'm not invited to sleep-overs.",0
"I can dial 9-1-1 at the touch of a button, y'know. Now, go away!",3
"No, please, please, um, it's for a poor little girl who wants to go to Spacecamp more than anything in the world.",2
"I'm pressing, a policeman is on his way.",3
"Okay, okay! I'm going. I'm going.",2
I can still see you!,3
All right!!,3
Hey.,0
"Hey. What, what are you doing here?",0
"Well, I-I thought a lot about what you said, and um, I realilized duh, all right maybe I was a little judgmental. Yeah, oh, but oh...",5
"Look now, Phoebe remember, hey, their just fulfilling their Christmas....",4
Destiny.,5
Sure.,0
Yes.,0
All right.,4
"Oh, that's, that's ah, one of the old ones, he's just taking it to the back.",0
"You keep the old ones in the back, that is so ageist.",5
Well we have to make room for the fresh ones.,5
"So, what happens to the old guys?",4
"Well, they go into the chipper.",0
"Why, do I have a feeling that's not as happy as it sounds? No! Nooooo!!!",2
Hey! Hey!!,2
"Okay, and ah, this one here is a Douglas Fir, now it's a little more money, but you get a nicer smell.",1
Looks good. I'll take it.,1
"Wait, wait, wait, wait, wait! No, no, you don't want that one. No, you can have this cool brown one.",5
It's-it's-it's almost dead!,3
"Okay but that's why you have to buy it, so it can fulfil it's Christmas destiny, otherwise there gonna throw it into the chipper. Tell him, Joey",3
"Yeah, the ah, trees that don't fulfil their Christmas destiny are thrown in the chipper.",6
I-I think I'm gonna look around a little bit more.,2
"Pheebs, you gotta stop this, I working on commission here.",3
"Hey, guys. I'm here to pick out my Christmas tree.",1
"Well look no further, this one's yours! Ahhh.",5
Is this the one that I threw out last year?,5
"All right y'know what, nevermind! Everyone wants to have a green one! I'm sorry, I'm sorry, I didn't mean to get so emotional, I guess it's just the holidays, it's hard.",2
"Oh honey, is that 'cause your Mom died around Christmas?",5
"Oh, I wasn't even thinking about that.",5
Oh.,6
"Hi there. How many, how many ah, did you sell?",0
I'm not gonna tell you! You're the bad man who broke Sarah's leg.,3
"Hey now! That was an accident, okay.",4
You're a big scrud.,3
What's a scrud?,4
"Why don't you look in the mirror, scrud.",3
I don't have too. I can just look at you.,1
"All right girls, and man. Let's see your final tallies. Ohhhh, Debbie, 321 boxes of cookies, Very nice.",0
Not nice enough.,2
"Charla, 278. Sorry, dear, but still good.",4
Good for a scrud.,1
"Oh, yes Elizabeth. Ah, 871.",0
That's crap!! Sister Brown Bird. Good going.,1
Who's next?,5
Hi there!,1
"Hi. And batting for Sarah, Ross Geller, 872. Although, it looks like you bought an awful lot of cookies yourself.",1
"Um, that is because my doctor says that I have a very serious.... nuget.... diffency.",2
"Tell us what happened, Brown Bird Ross.",0
"Well, I lost. Some little girl loaned her uniform to her nineteen year old sister, who went down to the U.S.S. Nimitz, and sold over 2,000 boxes.",6
Hey! How'd the interview go?,1
"Oh, come here sweetie, listen, you're gonna go on like a thousand interviews before you get a job. That's not how that was supposed to come out.",4
This is the worst Christmas ever.,6
"Y'know what Rach, maybe you should just, y'know stay here at the coffee house.",4
"I can't! It's too late! Terry already hired that girl over there. Look at her, she's even got waitress experience. Last night she was teaching everybody how to make napkin.... swans.",6
That word was swans.,0
"Well seeing that drunk Santa wet himself, really perked up my Christmas.",1
Oh! Oh my God!,2
Merry Christmas!!,1
"You saved them! You guys! Oh God, you're the best!",1
It's like 'Night of the Living Dead Christmas Trees.',0
"Hello? Yeah, this is she. Oh! You're kidding! You're kidding! Oh thank you! I love you!",0
"Sure, everybody loves a kidder.",1
I got the job!,1
That's great! Hey! Excellent!,1
"Oh, God bless us, everyone.",1
"Really Mr. Geller, you don't have to do this.",2
Oh come on! Here we go! Stand by for mission countdown!,1
"Ten, ten.., nine, nine, nine...., eight, eight, eight... Okay, Blast off!",1
I'm an alien. I'm an alien.,1
Oh no! An asteroid!,1
"Okay, pick a card, any card. All right, now memorize it. Show to everybody. Got it?",1
Um-mm.,0
"All right, give it back to me. 5 of hearts.",1
Real magic does exist.,1
Wow.,1
"Wow. Joey, how do you do it?",0
"I can't tell you that, no.",5
"Ah, somebody's at the door on the ceiling.",0
"Noo, that's our unbelievably loud upstairs neighbor.",3
"He took up the carpet, and now you can hear everything.",3
"Why don't you go up there and ask him to 'step lightly, please?'",5
"I have like five times, but the guy is so charming, that I go up there to yell and then I end up apologizing to him.",6
"Ooh, that is silly. I'll go up there, I'll tell him to keep it down.",3
"All right, be my guest.",5
Good luck.,6
"Oh, I got it.",0
"Whoa, you are very beautiful.",1
"Oh, thank you.",1
"Hey, anybody got a length of rope about six feet long with a little nouse at the end?",3
"Honey, what's the matter?",4
I just saw Janice.,3
Oh.,0
"Yeah, she was at Rockefeller Center skating with her husband, she looked so happy. I almost feel bad for whipping that kid's pretzel at them.",6
"Yes, but you ended up having sex with both of them that afternoon.",0
"Sorry, I just, any excuse to tell that story y'know....",6
"Hey Chandler, there's a party tomorrow, you'll feel better then.",4
"Oh, y'know what, I'm gonna be okay, you don't have to throw a party for me.",0
It's Joey's birthday.,1
"Oh, well then, if anybody should have a party it should be him.",0
Sush!! I cannot believe she is still up there.,3
"Okay, well he totally screwed up the punch line. Y'know, it's supposed to be arrghh-eh og-errigh.",0
"How's that coffee comin,' dear?",1
"Yeah, right away Mr. Kaplan.",0
"I'm not supposed to drink coffee, it makes me gassy.",3
I know!,0
"I'll bet your thinking, 'What's an intelligent girl who wants to be in fashion, doing making coffee?' Eh?",5
Op.,0
Eh.,0
"Oh, you got me.",0
"Oh, that sounds great.",1
"Come on over here, sweetheart.",1
"Oh thank you so much Mr. Kaplan, thank you so much.",4
I need these hangers separated ASAP. You're welcome.,1
"Oh God, I hate my job, I hate it, I hate my job, I hate it.",3
"I know honey, I'm sorry.",4
"Oh, I wanna quit, but then I think I should stick it out, then I think why would such a person stay in such a demeaning job, just because it's remotely related to the field they're interested in.",3
"Oh honey, come on, I'm sorry, I didn't.... I don't mind paying my dues, y'know, its just how much am I gonna learn about fashion by walking Mira, the arthritic seamstress, to the bathroom.",2
Hi! Is my misery amusing to you?,4
"I'm sorry, I wa, I wa, I was just ah....",1
"It's not funny, this is actually my job.",3
"Oh believe me, I-I-I've been there. I had to sort mannequin heads at that Mannequins Plus.",1
"Ah, just one other thing.",1
Yes?!,2
Do you want my pickle?,0
"So, he's just a nice guy. You really think this Mark doesn't want anything in exchange for helping him?",1
"Well, I assume I'll have to take showers with him, but y'know, that's true of any job.",5
How ya feelin'?,4
"Well, my apartment isn't there anymore, because I drank it.",4
Where'd you get too? We lost you after you opened up all the presents.,6
Yeah.,0
"Yeah, I ended up in the storage room, and not alone.",1
Woooo hoooo!!!,1
"Ow, no 'woo-hooing,' no 'woo-hooing.'",1
"Why, what happened?",2
"Ah, I fooled around with Joey's sister. Well, that's not the worst part.",5
What is the worse part?,2
I can't remember which sister.,6
You see what men do! Don't tell me men are not nice! This is men!!,3
Did he call? Did Mark call?,2
"No honey, I'm sorry, but the weekend's not over yet.",6
"Oh. Oh my God, is that Phoebe?",2
