label,text
exc,"Hey, what time is it?  This pokes around midnight right?  God this is great isn't it?"
exc,Look at the night we got.  I wouldn't trade this for anything.
exc,You know actually I wanted to go a little further up the coast and get away from all the lights and people but I was afraid you'd miss it.  How are you doing?
exc,"Is that, is that, nah, is that just Paul?  I can't even tell."
exc,"But if I can't tell, it probably isn't them isn't it?  Probably would be unmistakable wouldn't you think?  How are you doing?"
exc,"Oh, you know what I forgot?  I forgot my flashlight.  How could I be so stupid?  I should've brought my flashlight."
exc,"God.  Oh, you know what would be good right about now?  A six-pack.  A six-pack would be just the ticket."
exc,"I'm so stupid, I should've brought a six-pack.  God, I'm like a little kid.  It's amazing I get out of the house with my fly zipped up. Oh- [LAUGHTER]"
exc,I wonder if they can hear us talk?  Or feel the vibrations in the sand when we move around?
neu,Do you want my jacket?
fru,That's my point too...No.  No.  That's not my point.  My point is what's the point if we come down here if we just turn around and leave?
exc,"Honey, this is a natural phenomenon.  It only happens once a year.  I mean think about the people in Kansas, they would have to get hotel reservations and plane tickets to come and see this.  We're only forty minutes away.  This is too good to pass up."
exc,"Well this is like the highlight, the one night of their lives and that flopping around, that's laying eggs or spawning or mating or whatever you call it."
exc,"But this is the big night for these guys.  Their last, life's last orgy."
exc,Yeah they do.
exc,"Okay.  But it's fish that do something that no other fish do.  Like the swallows in Capistrano or the Lemmings that throw themselves off the cliffs, there's magic here and some mystery and a little bit of unexplainable."
fru,"We just weren't in the good spot.  This is a much better spot.  You know, I have a good instincts for these things."
exc,"Look, is that...no is that just seaweed?"
exc,"You know, this is great isn't it?  You know, I wouldn't trade this for anything."
exc,"I mean, think about this, I know you're not interested but just think about this for a minute."
exc,"Somewhere out there, there's this huge silver mass of fish heading this way, they don't why, we don't know why, they just some little instinctual fire cracker went off in their bodies..."
exc,"...like and they all just turned at once and formed a line as long as the California coast and started swimming this way.  They didn't, you know, they didn't make a decision, they didn't, you know, have boats or anything.  No one sent them an invitation or a map, they just started swimming as if that's the only thing that matters."
exc,"It's single mindedness with no mind.  It's urgency that's pure urge and they don't, they don't ask it a question, they don't give it a name, they just swim."
exc,They just start swimming to this place right here where we stand for massive celebration of sex and death.
exc,"Oh, I'm giving myself goose bumps.  Look, all my hairs are standing up."
exc,[BREATHING] So what do you think?
exc,About what I just said?
fru,It certainly is not.  It's
ang,About what?
ang,It's ridiculous.
ang,"It's PR.  I mean, somebody sold you a good bill about this wonderful event that going to happen on the beach."
ang,"Yeah.  Everyone else was sold the same thing.  I mean, look, it keeps us excited, it keeps us coming back for more and you know, keeps us thinking life's going to start any minute now."
ang,"Look, I'm sorry but it's still just fish to me."
fru,"For heavens sake, grow up.  We're not going to see the Grunions."
fru,"We never do, do we?  Have we ever?"
ang,Okay.  Twice is as many times as we've tried and that's ever.
ang,"Augie, god dammit, don't ask me that.  You always ask me that.  I hate it when you ask me that.  It's insulting."
fru,"Look, it's pointless.  It's...we're not going to see the Grunions I mean, it's like waiting around to see Santa Claus, you know, it's..."
ang,"Listen, I've waiting my entire life on this beach just standing there waiting for this fish to show up and these fish never show up."
fru,"God, you don't understand anything."
fru,"I do.  I always do.  I keep thinking, this time will be the time and it never is."
ang,"No we won't.  I mean, God, this isn't about the fish Augie."
fru,"Look, do you remember the first time we came here?"
sad,We thought I was pregnant.
sad,I'd rather not remember something...
sad,Rather not hope for something.
sad,No.
fru,No.
fru,No.
fru,No.
fru,No...No...No...
fru,No...
ang,I want things to turn out the way that they're supposed to be.
fru,"This what...what's this?  This isn't anything. Alright.  Sure.  Standing on the beach, fighting and waiting."
ang,Cause everything isn't anything like I thought it would be.
sad,This is just this.  You know?  I mean it's a lot and everything but it isn't somewhere else.  Do you know what I'm trying to say?
sad,I know you are Augie.  I know you wanted this evening to be nice.
sad,I can't help thinking about being somewhere else.
sad,I didn't say that.
sad,"Augie, whatever I'm doing I'd rather be doing with you."
sad,If anybody wants to be with anybody else it's probably you.  Probably somebody who enjoys herself a little more and is not so hard.
sad,"Well, I guess this is the wrong spot for the right people."
hap,Yeah.  I noticed that.  It's real pretty on the water.
hap,Oh you brought refreshments.
hap,No I'm beginning to think you might be right.
hap,I think this may be the place for us after all.
hap,I am sorry Augie.
hap,Or not.
exc,So what do you think?
fru,About what I just said?
fru,It certainly is not.  It's a slightly exaggerated scientific fact.
fru,I'm not the only one.  Look at all these people.
fru,Are we talking about the same thing?
fru,I thought you wanted to see it.
fru,"There's nothing to it.  The Grunions arrive, they do their little fish business, you know?  We go oh, ahh, look at the fish and they go home and we go home."
fru,Why not?
fru,"Oh my gosh.  We missed them twice, that's hardly ever."
fru,"Carla, can I ask you something?"
fru,"Don't take this wrong but, are you having your period?"
fru,What's bugging you then?
fru,I thought you wanted to see it.
fru,"No, of course not."
neu,"Well, we're going to see it."
fru,"What...I've been trying to, I've been trying to figure out the point where we went wrong and I can't seem to pinpoint that moment."
neu,"Let's see I took a shower, you were watching the news, you said hey, hey the Grunions are running tonight and I said great let's go, I feel lucky tonight."
fru,"And then I'm putting the animals out in the yard, I'm pulling the car out of the garage, putting my jacket on."
neu,Wait a minute.  I've got it.
neu,It was in the car right?  Driving past the Knickerbocker Liquor Locker...
neu,And you said let's get some champagne and I said time's a wasting or something like that.
neu,You want this to be like the other time right?  That's it right?
fru,Do you want me to get some champagne?
fru,Take off our shoes?
fru,What?  Do you want me to breathe in your ear?
ang,Welcome to the human race.
ang,Do you think that this is what I had in mind?  That four years down the line that we'd get married and come to the beach and argue with each other over fish?  No.
ang,I was just like you.  I thought it was going to be all peaches and roses and everything great and the sand in our toes and the wind in our hair and the fish will always come and the bills will pay themselves and we'd have three big fat rosy kids...
ang,...and you know?  Baby the jokes on us.  Because you know what you get?  Do you know what you get Carla?  You get this.
ang,Yes it is.
ang,Right.
fru,I'm trying to do the best I can.
sad,Maybe if you were with someone else too.
sad,I know.  But I know I don't make you happy.
hap,I mean look at the view of the moon we got from here.
hap,"Hey, look what we got here."
hap,Shh.  If we're very quiet the fish might come.
hap,Or not.
exc,Now and always sweet.
exc,"I mean, it was, it's bound to come out sooner or later."
exc,That sent shivers up my spine.
exc,Behave exquisitely.
sad,That's serious enough.
exc,I don't care then.
exc,"No, wrong number."
neu,I didn't hit you very hard.
neu,"Oh, come on, you knew there was nothing in that."
ang,Presents?  A trivial little broach.
neu,No I didn't.  You made up the whole thing in your jealous imagination.
neu,Just a little perhaps but nothing serious.
neu,"Well it didn't harm him, in fact, it pleasured him a lot and it didn't hurt me."
ang,I don't know why you want it.  You've already had two glasses.
ang,I don't see what you have to go on and on with this kind of thing.
neu,It's become a habit with you.
ang,What?
neu,"No, just making myself beautiful for you."
neu,That's the woman's job to lure the man.  Watch me a moment won't you?
ang,"Adders don't snap, they sting."
ang,They sting.
ang,Mind your business.
ang,You're quite insufferable.  I expect it's because you're drunk.
ang,You've always had a weak head.
ang,"On the contrary, a child of two can get violently drunk off just one glass of brandy."
ang,Shut up.
ang,"Not very funny dear.  In fact, maybe you better have some more brandy."
neu,They are away in Tunis.
fru,"Turn it on again, please."
ang,Very well.  If you insist on being a boorish and idiotic.
ang,You are far too temperamental.  Try to control yourself.
ang,Go away.  Go away.  I hate you.
ang,"I hate you.  Listen I'm sick and tired of listening to you, you sadistic bully."
ang,"This is the end.  Understand?  This is the end, here and now, forever and always."
ang,"Oh, yes I am. Yes I am and you can't stop me."
ang,"Listen, you're a cruel fiend and I hate, loathe you.  Thank God finally, finally thank God I've realized just how horrible you are--and marry you?  Marry you?  Never. I will never marry you.  I will die die in torment-"
ang,Beast. Brute. Cad. Swine. Beast. Beast. Brute. Devil. Sorry.
neu,Yes.  The real cause of that rile was Peter Burden.
ang,You went out of your way to torture me over Peter Burden.
ang,You must admit he was in love with you.
ang,You let him kiss you. You said so.  What of it?
ang,And what about me?
ang,"Oh, that's a nice point of view I must say."
ang,"Yeah, so am I.  Bored stiff."
neu,You want some brandy?
neu,I'll have a little I think.
ang,No particular reason.  Anyhow they were very small ones.
ang,Oh my...just because I just...okay...
ang,You needn't be so grand just because you don't happen to want any yourself at the moment.
fru,Really Amanda.
fru,Nothing.
fru,Going out somewhere dear?
neu,Actually that's perfectly true.
neu,Yes it is.
neu,I think that
fru,They snap.
ang,I'm not in the least bit drunk.
ang,"Okay, like I mentioned before I had three very small, minute liquor glasses of brandy.  That's not even enough to get a child of two drunk."
ang,"Oh, what an interesting topic.  What about a child of four and a child of six?  A child of nine?"
ang,We might be able to bring up a splendid little debate about this intemperate tots.
ang,"Oh, thanks.  I think I will."
ang,You better turn that off.
ang,No I'll do no such thing.
ang,"Come on, turn it off.  It's driving me mad."
ang,Turn it--Turn it off.
ang,Very amusing indeed.
ang,"You know what?  You're a vile, little, evil-minded, little, wicked beast and I never want to see you again."
ang,You're not going nowhere. No you're not.
ang,Just shut up.
ang,shut up. shut up.  I would-I would never marry you again if you came crawling back to me on your hands and knees because you're an evil-minded little vampire and I hope to God I never see you again.
ang,Oh.
fru,Well I filled out all the forms and I've given them to everyone and they keep sending me to someone else.
fru,Yes.  I'm just trying to get a new license.
fru,Okay.  I did-
ang,I did exactly what they told me to do.
fru,I have done everything everyone in this entire place has told me to do.  I've been here for over an hour.  They make me wait in line.  Every single time I start over again.
fru,I have a life.  I have things to do.  I have places to go.  Can you not just put this through please?
fru,"Okay, that's nice. That's nice but I have done everything you people have told me to do. I don't understand why you can't just help me get this done.  It's simple, right?  License.  I need it. Can we just do this please?"
ang,I've been to the back of the line five times.
ang,Okay.  What is it that I did wrong on the form that I have to start all over again?
ang,"Okay.  Well, I can do that right here right now without going to the back of the line again.  See look initialed.  All done. Ready to go."
fru,I have been waiting for over an hour.
ang,I'm not starting over again.  No I have done this five times.  I am not starting over again.
fru,Look can you not just help me?
ang,I mean look she's -she's perfectly nice.  She doesn't mind waiting for a couple of minutes because I've been here all day. I have a job to get back to.  I have kids to pick up from school.  I can't just stay here.
ang,This is your job is to help people like me who need to get a new license.
ang,I'm testing your patience?
ang,I don't need to be.  I need to go and do other things with my time.  Okay.
ang,"Please just put the form in, take the picture, let me get my license and get the hell out of here.  Please."
fru,"Uh, lets- What do you need exactly?"
fru,"You need a new license, is that what you're telling me?"
fru,Let me see the form. Just let me see the form. Yeah.  You filled this out wrong.  I can't - I can't - I can't do anything with this.
fru,Ma'am I cannot help you.  You need to fill out a new form and you need to get in the back of the line.
fru,Ma'am I can't help you.  Do you understand?
ang,I've got a life too ma'am
fru,and I got to - i got to work here all day long.  Okay.  I've got to deal with you people all day.
fru,So what I need you to do is I need you to fill out this form correctly and go to the back of the line.
ang,There's nothing I can do for you.  Do you understand that?  Nothing.
fru,"What I need you to do is go to the back of the line,"
fru,fill out this form and wait
ang,You're going to have to go back again.
fru,and you filled out-
ang,Ma'am I have other people waiting in line right now.  I have other people waiting in line right now.
fru,This whole area of the form was not supposed to be filled out and you put the address in the wrong place
fru,"Uhh, and you spelled your own name wrong.  So I need you to take that"
fru,"and, uh, throw it away. I need you to fill out a new form."
fru,Ma'am you're going to have- you- look. You really- you really
ang,like I said before right now.
fru,Ma'am you are testing my patience.  Do you understand me?
ang,You're testing my goddamn patience.
ang,"I work in this fucking building all day. And I'm sick of it, okay?"
sad,Yeah.  They just called.
sad,I know.
sad,I don't know what to say.  I don't want to go but I don't have a lot of choice.
sad,I'm going to come back.  I need you to believe that.
sad,Well you have to have faith because I don't have a choice and I have to go.
sad,Do you think I want to leave you?
sad,I have to do this.  I don't want to leave.  Do you think I want to miss seeing her grow up?
fru,Look we both knew what this meant when I signed on
sad,And now- and now it's really shitty timing but now I have to go.
fru,I mean I'm the one who has to leave here.  I'm the one who has to leave the two of you.  At least you get to be together.
sad,What's that supposed to mean?
ang,Well I'll come back.  What is that supposed to mean?  You're not willing to wait for me to come back?
fru,What do you want me to do?
fru,Well I can't very well do it today.  I still have to leave tomorrow.
fru,"You're not making this any easier for me, you know.  I'm the one who has to go and you're really not helping."
fru,I do have to go. And I need to know that you're here waiting for me and that you believe that I'm coming back.
ang,Thanks that helps.
ang,I feel much better now.
fru,I know I'm leaving you here with all the responsibility but at least you get to be with her.
fru,I will but I can't right now.
ang,That's how you want to leave it?
sad,I want you to be okay with it as much as you can be.  I mean it's not a great situation but we don't have an option here.
sad,Fine.
sad,So you're leaving tomorrow.
sad,This is really-this is unfair.
fru,I don't see [BREATHING]
fru,"I mean we both knew that this was going to happen.  It's just that I feel that, you know, I don't want Susie growing up without a mother."
sad,"And, uh, I'm afraid that if you, you know, when you leave, you won't come back."
fru,You don't know that.
fru,"I'll believe it, but- I'll believe it but it- I don't know that that's going to happen."
fru,You have a choice.
fru,I know.  It's just you don't have to do this for a living you know.
fru,You're a smart person.  There are other things you can do.
sad,I mean we can't-we're not a complete family without you here.
fru,Of course I'm going to wait.  I just- I just don't like the idea of this happening because this isn't the last time this is going to happen. You're going to go on more tours and stuff.  I just- I can't-
fru,I can't deal with this emotionally.
fru,I want you to leave.  I want you to leave the service.
fru,You can do it today.  You don't have to do anything.  You don't have to do anything you don't want to do.
fru,Look I'm just telling you that you don't have to go.
ang,That's all I'm saying... No you don't.
fru,It's just really unfair.  This is- this is bullshit.
ang,"You're acting like, you know, you're the one who's going all through, you know, all this shit and it's really- it's really not."
ang,Yeah.  Of course I do because I didn't enlist in this stupid thing.  Why don't you just get out now and then-
fru,Then go.  We'll be here when you get back.
sad,"I don't know how else to leave it.  What, do you want me to lie to you?"
sad,You want me tell you that I'm okay with it?
sad,Well I can't be okay with it the same way you can't not go.  It just doesn't work that way.
exc,I have something to tell you.
exc,It's really exciting.  Don't you want to guess?
exc,Look.
exc,Yes.  He finally proposed.  I'm getting married.
exc,I know. I'm so-
exc,Thank you. [LAUGHTER]
exc,You think. [LAUGHTER]
exc,"Well actually we were just talking about today and I don't really want to do like the traditional church thing, you know.  So we are going to get married in the meadow."
exc,We're going to get married in the middle of a meadow. [LAUGHTER]
hap,"Everybody's going to come up. We're going to stay in all the pretty cabins up there and, um, everybody's going to have, you know, really flowery sort of naturey stuff."
exc,So pretty.
hap,Very Midsummer Night's wedding.
exc,Thanks. Thanks a lot.  You're really helping the Excitement here. I hope no one dies.
exc,"Okey Well- well-, you know what?  I was hoping that you would help"
exc,plan everything.  So then you can make sure that no one gets attacked by bears.
exc,Yeah?
exc,Really?
exc,"Okay.  It's going to be in, like, six months.  So we don't have a really long time."
exc,"Throw in a little- little, uh, trim in yellow.  Maybe some yellow flowers."
exc,Yes.
exc,because you're going to take care of everything.  You're going to think of all the details that I forget.
exc,Ha ha ha.
exc,Ha ha.
exc,Just couldn't be any cooler.
exc,I know.  I've been waiting forever.  I can't believe it's finally happening.
exc,You don't look like you're going to faint.
exc,So- So when are you getting married Mr. Excited?
exc,You haven't ruined it yet.
exc,You really like
exc,You could make her that excited.  You really like her.  You guys have been together for a really long time now.
exc,[LAUGHTER] That's more than I needed to know.
exc,[laughter]
neu,What?  You seem so excited.
neu,"Uh, you got a new car, a new house. Uh, a dog."
exc,Holy shit that's amazing.
exc,Congratulations.
exc,"I'm invited, right."
exc,Yeah.  I'll help plan.
neu,Why not browns?
neu,"It's a light brown, tanish."
neu,I just think browns are really what you want to go with.  I mean I think there's more contrast between brown and green than there is-
neu,I know but you just asked me to-
fru,"Come on.  Please will you do the greens and browns, just the browns for me?"
neu,Okay.  Fine.  So green and what?
neu,Blue?
neu,"Okay, fine. Greens and blues."
neu,Greens and blues and maybe a little light yellow?
neu,Yeah?
neu,"Okay.  That sounds good. Um, and, uh, we're going to get like a five, uh, story cake, right?"
neu,"I mean, you know, you're going to have at least, like, two hundred and fifty people come.  So we're going to need, you know, just a huge buffet."
neu,"Fried chicken, mashed potatoes."
neu,Well I can't be in charge of this.  I mean I got things I got to do.
exc,Well this is really exciting.  I mean- I just- I couldn't be happier right now.
exc,I'm thrilled.  God.
exc,Just ecstatic.  I can't believe you're my best friend
exc,"You're my best friend, we're growing up and now you're getting married. that's amazing"
exc,Wow.  I just- I- I- I feel like I'm going to faint.
exc,I'm so- all the blood
exc,"has just rushed to my head, and I, and I mean honestly."
exc,I'm getting a little weak in the knees.
neu,"I don't know.  Okay.  I mean gosh.  There's just- look there's a lot of pressure in getting married, okay."
neu,That's helpful.
fru,I just don't think I can do this anymore.  It's been a really long time and it's not like I'm not trying.
fru,I am try-  it's been three years
fru,and I have gone everywhere I can think of.  I have given resumes.  I have done interviews.  I've tried to pull in favors.  I've asked everybody I know for help.  I don't know what else to do.
fru,"Okay but I've been trying for three years.  Three years and I haven't gotten a bite much less actually gotten hired, and I am smart enough.  Thank you very much."
ang,I'm really good at what I do.  I just don't know how to make someone else see that.
ang,What?  Who says that?  Bananas don't grow overnight.
fru,Okay.  I think three years is a little excessive.
ang,"Yeah but you weren't unemployed for three years trying to find any job.  I mean at this point I'm going to go drive a cab or, you know, work at the gas station or something.  I don't even- I don't know what to do anymore."
fru,Nothing I'm trying seems to work. Just-
ang,Clearly everything you're doing is completely wrong.
fru,Well don't you understand that this is-
ang,I don't even- I mean you have to have some kind of an idea.  Something you could possibly throw out there that I could maybe use.
ang,I mean it's not like this is an
ang,extreme request.  I want to find a job.  Everybody wants to find a job. It's really not that.
ang,"Okay. Okay, Fine."
ang,Okey So I'm doing something wrong.  What am I doing wrong?
ang,I'm really good at what I do.  I'm smart.  I'm trained.  I have the education.  I'm talented.  I cannot-
fru,Well yeah I mean I like take a shower and stuff.
fru,[LAUGHTER] Yeah.  Usually.
fru,"Yeah, I- I make my"
fru,I make myself very presentable before I go to any kind of interview.
fru,"Uhuh. Uhuh. Yeah, yeah. Good quote."
fru,Buck-O. That's really helpful.  Just keep chugging along.  The little engine that could.
ang,Well you- just you're doing something wrong.
fru,Well maybe you could help.  I mean you've got a job.  I'm willing to look outside of my realm.  I could try something else.
fru,I'll get it.  I just need a job.  I don't care what it is.
fru,Well I mean I need to make a little bit more than the minimum wage fry flipper.
fru,I did start somewhere.  I worked my way up.  I'm not going to start at the bottom again.
ang,What's my problem?  What's my problem? I don't have a job.
ang,I thought I was pretty clear about what the problem was.
fru,Well maybe you could be a little helpful.  I mean obviously you don't have any problems so would it really take so much time out of your day to just go ahead and help somebody else.
fru,That's important.  That's really important.
neu,Well I guess you're not trying hard enough.
neu,"Just, I don't know, maybe you're not smart enough."
neu,I mean I don't know just go out and keep trying. Just-
neu,I don't know.
neu,"Hey.  Look, I mean- you know."
neu,Look bananas don't grow overnight.  Okay.
neu,You need that- Time-
neu,"You know- You need to just- you need, I mean it takes time to get a good job.  I mean-"
neu,"look at me, like, you know. I mean, Hey, I- it took me, you know, like six years to get where I am now. I mean-"
fru,I don't know.  I mean whatever.
neu,"I mean, well I mean i don't know; it doesn't really affect my life, you know."
neu,"Yeah, I understand, but-"
neu,"I don't know. Well like, I don't know. I mean-"
neu,Clearly- cle- clearly you're doing something wrong.
neu,"'Cause if you've been looking, you've been applying for jobs for three years. And-"
neu,Are you- I mean do you like get dressed up and everything when you go to the job interview?
neu,"And you like- you know, you shave your legs and everything?"
neu,"and I want- I mean you know you've got to, like, do your hair.  I mean- I don't know, it's like,"
neu,"you know what I mean? You know, it's like they say presentation is, like eighty percent."
neu,or some- some large percent of- of success.
neu,"Because I don't know I mean just, you know, just keep- keep- keep at it.  Keep trying.  Go-"
fru,"Look if I could give you a job,if I could give you a job I would but I mean I'm not in that position. I'm-"
neu,"Hey, I'd love to help you but I- you don't have the kind of training that I-"
fru,"So, go to McDonalds."
neu,Well you've got to start somewhere.  I mean-
fru,Well you're going to have to.  You don't really have an option.  What's your problem?
neu,I don't know it's like I'm trying to be-
neu,I'm trying to be helpful.
neu,I'm trying to watch TV.
fru,You guys lost my bag.
fru,Yeah.  Yeah I did.
fru,"I-I don't know.  The place where they told me to go.  Look they told me to come talk to you because you guys lost my bag.  Not it's late.  Not it will be here soon, lost it completely.  What are you going to do about that?"
fru,Look that bag has my entire life in it and you just lost it.
ang,"Lost it just, like, I mean,"
ang,it's not like it just disappeared into thin air. Somebody wasn't paying attention
ang,"because my bag was very easy to keep track of.  It's got big, you know, rainbow colored crap all over it and no one was paying attention because now it's just gone."
ang,No. No. I heard- I heard what you said.
ang,"You're kidding me, right.  You're going to give me fifty dollars to completely cover my bag, everything that was in it, the inconvenience that I've gone through.  I paid for my ticket.  All I expect is to safely get to my destination with my stuff.  Is that so much to ask?  I mean I really don't think that's that big a deal to ask you guys to have my bag in the place where I leave and then put my bag where I end up."
ang,"Yeah, well that's got everything I have in it."
ang,Look fifty dollars is unacceptable.  My bag itself cost over a hundred and fifty dollars.  You can't just give me fifty dollar gift certificate to Percoes or whatever the hell and then send me off like that's- that's good enough.  Like that's all I needed was fifty dollars.  My bag is worth more than that.
ang,I expect your airline who was responsible for my bag to give me the equivalent of the bag and all of the things in it.
ang,I didn't sign anything. I didn't sign anything. And you people have got to make-
ang,You have to make amends for what you did for losing my bag and all of my stuff.  Fifty dollars is unacceptable.
ang,No.  No.  I don't know. You know what? I'm going to call my lawyer. You know what?  That's what I'm going to do.  I'm going to call my lawyer and have him get down here and explain to you that this is an unacceptable option.
ang,I want to talk to your supervisor.
ang,"I've had enough.  I want to talk to-no, no unacceptable I want to your supervisor. I am done with this."
ang,"Really, you don't work for anybody.  It's just you?"
ang,"Okay.  Well I want to call whoever you report to, whoever your boss is because I have had enough with this airline and I am finished waiting for my fifty dollar gift certificate."
fru,Welcome to Northwest Airlines.  How can I help you?
fru,Did you file a complaint already?
fru,Where?  Did you do it at the front desk or by the baggage claims?
fru,"Ma'am, first of all I'd like you to calm down.  Second of all-"
fru,"Ma'am, I understand that."
fru,"I understand that.  The best I can do for you, at this moment, is give you fifty dollar check courtesy of Northwest Airlines for inconveniencing you in losing your luggage."
fru,"At this moment in time, all I can do for you is give you-"
fru,you're getting very excited right now
fru,"I understand that, ma'am but there's not really much I can do for you right now."
fru,What I need you to do is file another complaint form. There's a form that you can fill out over by the front desk near the baggage claim.
fru,If you'd like to take that over to the front desk- Ma'am.
fru,We're just talking over each other.
fru,We're not going to communicate anything this way.
fru,Ma'am in flying with Northwest Airlines you agreed to
fru,sign away your luggage to the
fru,"It's part of the small- it's part of the agreement when you're purchasing an airline ticket, there's- when you-"
fru,"Ma'am, please calm down.  When you purchase a ticket, there is a terms and agreement,"
fru,terms and conditions- in the agreement of purchasing a ticket. Most people frequently look it over
fru,The best that we can do for you is give you-
fru,Ma'am.
fru,I am- I am- I am my own supervisor.
fru,"I am the supervisor, ma'am."
fru,I am the current manager on duty.
fru,"Ma'am, I own Northwest Airlines."
sad,Thanks.
sad,"You know it's just, I just, you know, I mean it just happened.  I just, like- I just keep expecting him to walk in, you know."
sad,"I just- I just thought he would have longer, you know, because I'm- I mean when he found out he was sick, we knew that wasn't good but I just- I just thought that it would take longer, you know?"
sad,Yeah. I know. I know.
sad,"Yeah, I know. But I'd rather have him here with me, you know. It's just not fair.  I mean he- he didn't get to do like anything. I mean he was-"
sad,"He was only twenty four and just so many things that we were going to do, you know, and now he won't get to do them and he won't get to be here when I do.  You know, like I'll get married some day and he won't be there, like, he won't get to see that."
sad,It just doesn't seem fair.
sad,Thank you for being here.
hap,[LAUGHTER] You're probably right.  He probably would be pissed if we were all sitting around being upset about it. He'd want us to have a party.
hap,And to drink in his honor. [LAUGHTER]
sad,"Yeah, I know."
sad,"Hey, I'm, uh. I'm really sorry about what happened.  I don't um- I mean what you can you do?  I mean it's-"
sad,"When I was seven, my- my grandmother died and I really- I don't know, I mean it was really hard to let go but the important thing is- is that you do let go and your realize that, you know, they- you know, they- this person had fun while they were- while they were here and, uh, you know, you work- you work through it."
sad,Mmhmm. Yeah.  Yeah.  I mean it's- it's hard.  It's hard.
sad,Yeah.
neu,"Well I mean, you know, I mean it was I mean with that kind of condition,"
sad,"you know, it's inevitable  and I mean honestly it's- it's almost like"
neu,"you know, you don't- you know, how long do you want the person to go through that, you know."
neu,It's sort of- it's almost better off to rest in peace than he is to live in pain.
sad,Yeah.
sad,"It's not fair but I mean that's, you know, the course of life is that, you know, you meet people and you lose them."
sad,You're okay
sad,You know I think- I think we should celebrate because I think that's what he would have wanted.
neu,Yeah.
sad,"That's right.  That's right.  I mean he would want us to, you know, celebrate the life that he- that he lived and, you know, enjoy the rest of ours as much as we can."
sad,So-
exc,Guess what came today?
exc,My acceptance letter.
exc,From U.S.C..
exc,"Yes, I am."
exc,"Well yeah, that's the general idea. [LAUGHTER]"
exc,Big bad acceptance packet with all the information.  I'm going to U.S.C..
exc,I know. [LAUGHTER]
exc,"[LAUGHTER] Yeah, uh. No."
exc,[LAUGHTER] It's safe around there.
exc,The campus is beautiful. I'm so excited.
exc,"Do you want to buy me some mace for my, you know, going away present?"
exc,There we go.  Perfect.
exc,And a taser.  Excellent.  Just make sure it's a big knife.
exc,I don't want any of those little puny ones.
exc,Well I was thinking maybe underwater basket weaving.
exc,"U.S.C. has a major in that, right."
exc,They have - U.S.C. has everything because U.S.C. is the best school ever.
exc,Okay.  Well I'm lying but-
exc,"Well, I haven't decided yet.  I want to try some things out."
exc,okay.  Well I'm not going to be undecided forever. [LAUGHTER]
exc,And it's so close so you can come visit me all the time.
exc,"So this works out perfectly.  Because I was worried if I didn't get in to U.S.C., then I would have to go somewhere far away and then-"
exc,Everything worked out perfectly.
exc,I know.  We should have a party.
exc,An I got accepted to U.S.C. party.
exc,No.  An I got accepted to U.S.C. party. [LAUGHTER]
exc,Right.  Now you're with me.
exc,That is why I got accepted.
exc,I know.
exc,What- what did you have in mind?
exc,[LAUGHTER]
exc,On occasion I've heard of it.
exc,Yeah.  Totally.
exc,I am totally down with the ice cream.
exc,"Eh, we can work that part out."
exc,Alright.
exc,party.
exc,I know.
exc,Okay well that's not a happy part.  We don't want to talk about that.
exc,"Well no.  I mean I have some scholarships and some financial aid and stuff but I'll have to, you know, I'll get a job"
exc,while I'm in school.  It'll be good.
exc,Yeah.  It will work out.  Maybe I could work at Red Lobster.
exc,I know.  Right down the street.
exc,Excellent.  Drive drunk people around because you know that's all campus cruisers for.
exc,"Okay.  No, that's dorky."
exc,Yeah.
exc,Student counsel?
exc,"No, it's dorky."
exc,Social life.  Hello.
exc,[LAUGHTER].
exc,[LAUGHTER].
exc,"No.  But I'm thinking I might, you know, like audition for a play or something.  I don't really want to do the sorority thing.  I'm not really feeling that vibe with the"
exc,What have you heard about the Greek system?
exc,"Oh, oh, I'm sorry, my bad.  I'll have to, like, sign up for summer lessons from you before I go.  You can teach me how to be cool before I go to college."
exc,That's what you're saying. I'm right. [LAUGHTER]
exc,me.
neu,"Hey, what's up?"
exc,What?
exc,That's awesome.  Congratulations.
exc,That's amazing.  Wow.
neu,I know but you should get like a taser or something.  I mean walking around the campus at night-
neu,"So, um- so what are you going to- what are you going to major in?"
neu,they have that as a major?
neu,That's ridiculous.  I don't believe that.
neu,"Seriously, what's your major?"
neu,So you're undecided?
neu,"Hey, that's cool."
neu,"No, no.  It's totally cool.  I mean, like, this friend of mine he was- he's been undecided now for, like, the past like eleven years of his life."
neu,"Uh, well-"
neu,You- you- you'll find.
neu,"You'd have to, like go somewhere else, and, you know, we would be apart, and that would suck."
exc,That's awesome.
neu,"Oh, that's right. Okay, I see. Right, right, right."
neu,A party celebrating your acceptance.
neu,That's cool.
exc,"Well, that's really cool that you're going to be staying in the same city and everything. so umm"
neu,"I don't know are you, like, I don't know.  Are you, like, available or anything?"
exc,"Well I mean I don't know.  It's like you know I kind of had a crush on you throughout high school and, like"
exc,"I don't know I just thought that, you know, maybe we could, you know, I don't know.  It's like, you know, just test the waters anyway.  I don't see what the problem is."
exc,"Movies- movie, we'll go to a movie and a dinner and- and"
exc,"actually, you know, there's this- there's this really cool restaurant, um, I don't know if you-  it's Red Lobster.  It's like down on"
exc,Vermont.
exc,"Wait, you've been there before?"
exc,"Oh, so well then you know that it's awesome."
