Sr No.,text,label
5901,"He's got something plastic lodged in his throat, we've got to go to the hospital.",6
5902,"But no, because a doctor won't be able to help him, it's just gonna y'know naturally pass through his system in like seven years.",0
5903,I think that's gum.,0
5904,I'm pretty sure it's gun.,0
5905,"Okay, listen this really hurts. Let's go.",3
5906,"A real man wouldn't just run to the hospital!  No! What would, what would Krog do?",3
5907,That was the only way I could get him to,0
5908,Hi! How are the Gellers?,0
5909,Don't call us that!,3
5910,The judge wouldn't let us get an annulment! Now we gotta get a divorce!! Did a Porsch throw up on you?,3
5911,Hey! It's Porsche!!,3
5912,Hey sweetie!,1
5913,Hey!,1
5914,There's no back to this couch!,2
5915,Why are you reading this? You hate this kind of stuff.,2
5916,"Yeah I know, but I figured a shot y'know?",0
5917,"Maybe one of those stories would make me cry and then you wouldn't think I was y'know, all dead inside.",0
5918,"Oh that's so sweet! Look Chandler I don't care if you can't cry, I love you.",1
5919,Oh that makes me feel so warm in my hollow tin chest.,0
5920,Stop it!,1
5921,"No, I mean, come on, seriously think about it, we get married, we're up at the altar and I'm like this.",0
5922,"I won't care, because I know you will be feeling it all in here.",0
5923,Yeah?,0
5924,Of course he is!,1
5925,"What, do you think I'd just use my son as-as an excuse?",1
5926,What kind of father do you think I am?,3
5927,"All right, sorry.",0
5928,I gotta go make a fake Ben.,0
5929,"The basket is totally empty! My God, the neighbors ate all the candy!",2
5930,"Well, either that or uh",0
5931,Joey!!,3
5932,Yeah?,0
5933,Did you eat all the neighbor candy?!,3
5934,"Uh well yeah, that was the plan, but by the time I got to it there was only a couple of pieces left!",3
5935,"Yeah, and they've been coming by all day. They love it!",1
5936,They love my candy? Oh man!!! I've gotta go make more!!,1
5937,"Hey Mon, you might wanna make some more lasagna too, because something might've happened to a huge chunk of it.",0
5938,Ross! The neighbors ate all my candy!!,1
5939,Mine stole my newspaper! It's like a,3
5940,Sure!,0
5941,"Yeah, ever since you uh, told me that story about that bike I-I couldn't stop thinking about it.",0
5942,"I mean, everyone should have a-a",0
5943,Oh my God Ross!!,2
5944,You like it?,1
5945,I,0
5946,Yeah?,0
5947,Hello darlings.,0
5948,And there's daddy!,1
5949,There he is! There he is!,2
5950,Where?,0
5951,Right- where we've been looking all night!,1
5952,He is so cute!,1
5953,"Oh, George, baby, drop the towel!",1
5954,"Yeah, drop it! Drop the towel! Please drop the........wowww.",1
5955,"I've gotta tell you, Bob is terrific.",1
5956,"Yeah, isn't he?",1
5957,"It is so great to meet a guy who is smart and funny, and has an emotional age beyond, like eight.",1
5958,You know what else? He's unbelievable in bed.,1
5959,Wow. My brother never even told me when he lost his virginity.,2
5960,Huh. That's nice.,0
5961,"and the miracle was that that little bit of oil that should've just lasted just one day, burned for",0
5962,Eight whole days.,0
5963,"That's right, and that's why we celebrate Hanukkah today. The end.",1
5964,Awesome!,1
5965,Yeah?,2
5966,My favorite part was when,0
5967,The Armadillo was actually not so,0
5968,Hey!,1
5969,Oh.,0
5970,Wow! It looks like the Easter Bunny's funeral in here.,2
5971,"Come on, come on, we're-we're-we're lighting the candles!",1
5972,Oh.,0
5973,Oh.,0
5974,"Okay, I understand why",0
5976,"Yeah, sure. Good luck!",1
5977,I'm quitting!! Woo-hoo!  I'm okay!! I'm all right!!,1
5978,"Wow! That's exciting, you went to Japan, made up a woman.",2
5979,What?,0
5980,"I'm just saying, this woman, I mean she's fictitious. No?",2
5981,Why would you say that?,0
5982,‘Cause you're still into Monica.,0
5983,"So you told her there was somebody else so she would agree to work with you, so ‘cause you figure oh if you spent a lot of time together, maybe something might happen, and...",0
5984,You're good. You're good!,1
5985,"Yeah, no, I'm fairly intuitive and psychic. It's a substantial gift.",0
5986,"Listen, can you promise me that you won't tell her though?",6
5987,"Absolutely, oh I promise. Tell her what?",0
5988,Thanks a lot.,0
5989,"No I'm serious. I mean I'm intuitive, but my memory sucks.",0
5990,"Excuse me, pardon me, excuse me, excuse me, sorry. Hi.",0
5991,"For God's sake, will you let it go? There's no Rachel!",3
5992,"Oh, hey, hey, I got that.",0
5993,"Oh, thanks, sweetie.",1
5994,No problem. I cannot wait for you to meet my friends.,1
5995,Really?,2
5997,You don't think they'll judge and ridicule me?,6
5998,"No, no, they will. I just... uh...",0
5999,Can't wait.,0
6000,Do I know you?,2
6001,"Oh my god, little Stevie Fisher? How've you been?",2
6002,"Good, good, I'm a lawyer now.",0
6003,You can't be a lawyer. You're eight.,2
6004,"Listen, it was nice to see you. I gotta run backstage.",1
6005,"Uh, wait, backstage?",2
6006,"Oh, yeah, my firm represents the band.",0
6007,Ross.,0
6008,Chandler.,0
6010,"Look, you guys wanna meet the group?",0
6011,Come on.,0
6012,"So, are you one of the ones who fooled around with my dad?",2
6013,Do you have any respect for your body?,5
6014,Don't you realise what you're-you're doing to yourself?,5
6015,"Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease.",3
6016,"The bottom line is, smoking is cool, and you know it.",0
6017,"Chandler? It's Alan, he wants to speak to you.",0
6018,Really?,2
6019,He does?,2
6020,"Hey, buddy, what's up!",1
6021,"Oh, she told you about that, huh.",2
6022,"Well, yeah, I have one now and then.",0
6023,"Well, yeah, now.",0
6024,"Well, it's not that big- ..well, that's true,.. Gee, y'know, no-one- no-one's ever put it like that before.",0
6025,"Well, okay, thanks!",1
6026,"God, he's good.",1
6027,If only he were a woman.,0
6028,Yeah.,0
6050,"Oh, look look look.",2
6051,The last candle's about to burn out.,0
6052,"10, 9, 8, 7... ... negative 46, negative 47, negative 48....",0
6053,Thank you.,0
6054,Thanks.,0
6055,Kinda... spooky without any lights.,6
6056,Bwah-hah-hah!,1
6057,"OK, guys, guys? I have the definitive one. Mwwwooooo-hah-hah...",1
6058,Oh.. oh... oh.,0
6059,"Hey Ross. This probably isn't the best time to bring it up, but you have to throw a party for Monica.",0
6060,"All this stuff takes up a lot of room. Hey how uh, how serious are you about keeping Ben in your life?",0
6061,You blew them away!,1
6062,"Oh, I can't tell you how great it was to look at the crowd and see your face!",1
6063,"I mean... uh, did you know you were  mouthing the words along with me?",0
6064,I was,2
6065,"No, it's ok! Made me feel like a rock star!",1
6066,Oh my God!  I'm your,2
6067,I'd better not found you naked in my hotel room!,1
6068,"Look, I took it too far!",1
6069,"Okay, Monica: Right foot red.",0
6070,Could've played,0
6071,Thanks.,0
6072,"Okay, Pheebs: Right hand blue. Good.",0
6073,"Hello? Oh, uh, Rachel, it's the",0
6074,"Oh, okay. Will you take my place?",0
6075,"Alright.  Yes, this is Rachel.",0
6076,Nooo!,2
6077,Hello?,0
6078,"Oh, yeah, no, I know, I-I haven't been using it much.",0
6079,"Oh, well, thanks, but, I'm okay, really.",1
6080,Green. To the green.,0
6081,I've got magic beans.  Never-never mind.,0
6082,"To the left, to the left- aww!",0
6083,Ohhh... I'm fine.,0
6084,Hey!,1
6085,Please tell me you got the message!,6
6086,What message?,0
6087,"The actor playing Mac couldn't do it, they needed to see you at 2 o'clock.",0
6088,What?! It's 6 o'clock!,2
6089,"Du-du-I wrote it, I wrote it on the board!",6
6090,"I wrote it on the board, then I went all over New York City looking for ya!",3
6091,I went to Ross's!,0
6092,I went to the coffeehouse!,0
6093,I went to any place that they made sandwiches!,0
6094,"That's the day you're gonna die? See....darnit, I've got shuffleboard that day.",0
6095,That's what you think.,0
6096,"Well, I mean what about friends of your grandmother's? Wouldn't they have the recipe?",0
6097,"Well, y'know I may have relatives in France who would know. My grandmother said she got the recipe from her grandmother, Nesele Tolouse.",0
6098,What was her name?,0
6099,Nestley Toulouse.,0
6100,Nestlé Toll House?,0
6101,"Oh, you Americans always butcher the French language.",0
6103,Yes!!  Oh.,2
6104,I cannot believe that I just spent the last two days trying to figure out the recipe and it was in my cupboard the whole time!,3
6105,I know! You see it is stuff like this which is why  you're burning in hell!!,3
6106,"So, we're decided, no on plaid, yes on pink?",0
6107,Absolutely!,1
6108,I am so on board!,1
6109,Rachel didn't you just light that?,0
6110,"Yeah, I did, but y'know what? I am really, really trying to cut back, y'know?  Good luck, Rach.",0
6111,I've actually been thinking about quitting lately.,0
6112,"Oh sure, every Sunday night I'm telling myself I'm quitting but every Monday morning it's like",5
6113,Tell me about it!,0
6114,Well then let's just quit! We'll just quit! Let's all quit!,1
6115,It does sound appealing.,0
6116,"Oh, I never could do it.",1
6117,Oh but you could.,0
6118,You can.,0
6119,Absolutely!,1
6120,We can help each other out!,1
6121,We can get--what are those--those patches!,0
6122,We could be like the Patch Sisters!,1
6123,"Oh y'know, we really should quit. Okay, let's quit!",1
6124,Yes! Great! Give me those cigs! Give it! Give it!,1
6125,My late husband gave me that lighter.  I'm not kidding.,4
6126,Okay then!,1
6128,"Well, maybe it's a contest, y'know? Like, collect all five?",0
6129,"Does, um, anyone wanna see?",0
6130,Nooo..,5
6131,"Oh, hey, don't do that! Cut it out!",3
6132,It's worse than the thumb!,5
6133,"Hey, this is so unfair!",3
6134,"Oh, why is it unfair?",2
6135,So I have a flaw!,3
6136,Big deal!,3
6137,Like Joey's constant knuckle-cracking isn't annoying?,3
6138,"And Ross, with his over-pronouncing every single word?",3
6139,"And Monica, with that snort when she laughs?",3
6140,"I mean, what the hell is that thing?",5
6141,"...I accept all those flaws, why can't you accept me for this?",3
6142,...Does the knuckle-cracking bother everybody?,3
6143,"Well, I-I could live without it.",0
6144,"Well, is it, like, a little annoying, or is it like when Phoebe chews her hair?",0
6145,"Oh, now, don't listen to him, Pheebs, I think it's endearing.",0
6146,"Oh,  ""you do, do you""?",3
6147,"You know, there's nothing wrong with speaking correctly.",0
6148,"""Indeed there isn't""... I should really get back to work.",1
6149,"Yeah, 'cause otherwise someone might get what they actually ordered.",0
6150,"Ohh-ho-hooohhh. The hair comes out, and the gloves come on.",3
6151,Awww! Mel Torme died.,4
6152,"Joey, that paper's like a year old!",0
6153,Aw! Does that mean the,4
6154,Hey.,0
6155,Hey.,0
6156,You're sure? You're absolutely sure?,0
6157,"Well, no. But, um, I bet she probably does.",0
6158,Probably?,0
6159,"Yeah, I don't like that word.",5
6160,Kind of what ‘probably' really means.,0
6161,"Yeah, uh-huh.",0
6162,"Yeah, oh, ""Your mom probably won't kill herself,"" y'know?",3
6163,"I'm sorry, but I'm not hanging all my hopes of Rachel and I living together on-on ""Probably!""",3
6165,You gotta take care of yourselves!,0
6166,In,0
6167,"Bing doesn't seem so weird now, does it?",0
6168,Yoo-hoo! Aaron Litman-Neurolic would like to say hello to his future bride.,1
6169,Ohhh!  Wow! He kinda takes your breath away doesn't he?,1
6170,He's a keeper. How are you feeling?,0
6171,"Oh, I'm fine.",0
6172,"Can I just say, I really admire what you're doing. Just raising her all alone.",0
6173,"Oh, I'm not doing it alone. I have Ross.",0
6174,"Oh, sure. Now. But what happens when he meets somebody else and gets married?",0
6175,"Well then he gets a divorce, it's Ross!",0
6176,"I'm telling you Rachel, listen to Janice. They all say they're gonna be there until they start their real family.",0
6177,Well I....That's never gonna happen with Ross.,4
6178,"Oh well that's what I thought about my first husband, now I'm lucky if my kid gets to spend the weekend with her father and the twins and little Ms. New Boobs.",5
6180,"And Tim I just wanna say, good luck here.",0
6181,Hey. Who's that?,0
6182,New people.,0
6183,What happened to the Disgustingtons?,0
6184,They're having their baby!,3
6185,It's not fair Ross we got here first!,3
6186,Right after you left they wheeled her off into delivery.,0
6187,Oh but not before she gave me a juicy shot of little Jamie just crowning away.,0
6188,"Wow! Sorry. So uh, how are the new people?",2
6189,Phoebe?,0
6190,Yeah?,0
6191,"Look at that guy by the window, wow!",2
6192,"He's awfully short and I think he's talking to himself. And to be completely honest, he's not that good in bed.",0
6193,"Oh, what is wrong with me lately?",4
6194,I mean it's like every guy I see....I mean look here.,0
6195,"Look at that guy for example, I mean normally that's not someone I would-would be attracted to, but right now, with the way I'm feeling, all I want to do is rip off his sweatpants and fanny pack.",0
6196,"Wait a second! This is about the fourth month of your pregnancy, right?",0
6197,Yeah.,0
6198,"This is completely normal, around the fourth month your hormones start going crazy.",0
6199,Really?! So this has happened to you?,2
6200,Oh absolutely yeah!,0
6201,"Oh and keep in mind, now, I was carrying triplets so in, y'know, medical terms I was-I was thrice as randy.",0
6202,"Wow! This explains so much! Last weekend, I went from store to store sitting on Santa's lap.",1
6203,"Yeah. Yeah, I remember trying to steal a cardboard cutout of Evander Holyfield from a",0
6204,Ugh!,5
6205,I don't know what I'm going to do!,6
6206,I called the company that sent and th-they don't care!,3
6207,"Then I called 9-1-1 and they laughed at me, if this isn't an emergency, then what is?",3
6208,Hey guys!,1
6209,Hey!,1
6210,Hey,0
6211,"I just wanted to thank you again for last night, what a great party!",1
6212,And the guys from work had a blast.,1
6213,"Y'know, one of them had never been to a bachelor party before.",1
6214,Yeah!,1
6215,"And-and another one had never been to a party before, so",2
6216,"So uh, hey, that uh, that wedding ring, huh? Man, that's nice!",1
6217,"Yeah, right!",1
6218,"I was uh, I was thinking I might want to pick one of those babies up for myself, I might want to get one of those",0
6219,"That ring? When my grandmother first came to this country, that ring and the clothes on her back were all she had with her.",2
6220,"So you might say, the ring is irreplaceable?",2
6221,"Oh absolutely! It has been in my family for generations, and every bride who has worn it has had a long and happy life.",1
6222,"So you might say, it's a magic ring.",1
6223,OH MY GOD!! I didn't really believe it until you just said it!!,2
6224,Well obviously only one of us can keep dating her.,0
6225,"Obviously! So, how do we decide?",0
6226,"Well now let's-let's look at this objectively, I think I should date her",0
6227,Uh-huh. Uh-huh.,0
6228,"That's interesting, but check this out. I date her",1
6229,Yeah-yeah I like that but just to go in another direction,0
6230,"Okay, okay. This can go on for a while.",0
6231,Yeah well we should order some food then.,0
6232,"No Joey! Look why don't, why don't we just let her decide? Okay? Hey-hey, we'll",0
6233,That sounds fair.,0
6234,Maybe I'll take her to that new French restaurant down the street,0
6235,Ah yeah....wait a second now!,3
6236,Look we're gonna have to set a spending limit on the date.,0
6237,I don't have the money to take her to a fancy place like that.,3
6238,"Well sorry, that's what I do on dates.",0
6239,"All right, well I guess I'll just have to do what I do on dates.",0
6240,So let's decide on the spending limit,0
6241,"Yeah. Uh, …a slice……six dollars?",0
6242,I was thinking more like a hundred.,0
6243,Okay. Can I borrow 94 dollars?,0
6244,"Hi, again.",0
6245,Hey!,0
6246,Hey!,0
6247,"Thank you soo, much.",1
6248,"Oh, don't thank me, thank the jerk that never showed up. Okay, I gotta get to get to work.",3
6249,You want some help with that?,0
6250,"Oh, no thanks, I got it.  No I don't!",0
6251,Whoa! Are you okay?,2
6252,"Whew! Stood up to fast, got a little head rush.",2
6253,It's the heat.  And-and the humidity.,0
6254,"That's a uh, that's a tough combination.",0
6255,Do you wanna come in for some lemonade?,0
6256,Like you wouldn't believe.  Wow! This is a great place.,2
6257,What do you mean?,0
6258,Remember how you said you were really dense about poetry? Oh.,0
6259,Oh!,2
6260,"Hey, somebody left their keys.",0
6261,"Ooohh, to a Porsche!",2
6265,"Hey Gunther, these yours?",0
6266,"Yeah, that's what I drive. I make four bucks an hour, I saved up for 350 years!",5
6267,Na-uh!  Hey did anybody lose their keys?,0
6268,"Joey, why don't you put them in the lost and found?",0
6269,There's a lost and found?  My shoe!,2
6270,You left a shoe here?!,2
6271,"Well, I didn't realize until I got home.",0
6272,I wasn't gonna walk all the way back down here with one shoe!,0
6274,I'm gonna go find that guy's car and leave a note on the windshield.,0
6275,"Oh good, when he comes back for his keys, I'll be sure to give him your shoe.",0
6276,Great! Thanks.,1
6277,"Ok, and this is Funny Clown. Funny Clown is only for after his naps, not before his naps or he won't sleep.",0
6278,"Carol, we've been through this before, ok?",1
6279,We have a good time.,1
6280,"We laugh, we play.",1
6281,It's like we're father and son.,1
6282,"Honey, relax. Ross is great with him.  Don't look so surprised. I'm a lovely person.",1
6283,"Oh, this is so cute.",1
6284,"Oh, I got that for him.",0
6285,My mommies love me. That's clever.,1
6286,Hello?,0
6287,"Oh, Hi, Ju........Hi, Jew!",0
6288,Uh huh?,0
6289,Uh huh?,0
6290,"Ok.  Um, sure, that'd be great.",0
6291,See ya then.,0
6292,Bye.,0
6293,"Did you just say Hi, Jew?",2
6294,"Yes. Uh, yes, I did. That was my friend, Eddie Moskowitz. Yeah, he likes it. Reaffirms his faith.",0
6295,Now there you go! I wouldn't want my best guest to strain her eyes!,1
6296,Thanks Monica!,1
6297,Does that smell bother you?,5
6298,"What the smell from Joey's? No, I can hardly smell it over here.",2
6299,"Well you let me know if you can, because y'know I can bake a pie to cover it.",0
6300,"I can smell it a little, bake the pie.",1
6301,Okay!,1
6302,Okay.,0
6303,"Hello?  Oh yes, one minute please.  It's for you. It's the fire inspector.",0
6304,Oh!  Hello?  Yeah this is Phoebe.  Really?!,2
6305,"Yeah, so it turns out that it wasn't the hair straightener that started the fire.",0
6306,"No-no, it was the candles.",0
6307,It's very not good leaving candles unattended.,0
6308,"In fact, one of the first things they teach you in fire school is…  Uhh… Uhh… Okay.",0
6309,"Well, I have to go now.",0
6310,Joey proposed to me.,2
6311,Is he crazy?! You just had Ross's baby!,2
6312,"Well, I-I said yes.",6
6313,What?!,2
6314,Are you crazy?,3
6315,You just had Ross's baby!,3
6316,It's-it's so  inappropriate.,3
6317,"No, it's worse than that.",5
6318,It's wrong.,5
6319,It's… It is bigger than  mine!,2
6320,I know.,0
6321,You can't marry him!,4
6322,Why not? I don't want to do this alone! And he's such a sweet  guy and he loves me so much.,4
6323,Well do you love him?,0
6324,Sure.,0
6325,Sure?,0
6326,"Yeah, I mean whatever.",0
6327,"Honey, the question is…do you really want to marry Joey?",4
6328,"No. No, I don't. Could you be a dear and go tell him?",4
6329,So-so you two were married huh? What happened? You just drift apart?,0
6330,Here comes the bride.,1
6331,Oh my God Monica!,2
6332,I wanna wear this everyday.,1
6333,You look so beautiful.,1
6334,I'm so happy for me.,1
6335,Hello?,0
6336,Hey! Did Chandler show up yet?,6
6337,"Yeah, we got him back. Everything's fine.",0
6338,Damnit!,3
6343,"I will be! Listen, I don't want you teaching my son that stuff anymore. Okay?",3
6344,Fine.,0
6345,"Fine, but I'll have you know that once I taught him that stuff he called me Fun Aunt Rachel.",3
6346,And I loved being Fun Aunt Rachel but I'll go back to being Boring and Uncomfortable Aunt Rachel if that's what you want!,3
6347,"No that's not what I want. Uh, I'm glad you guys were bonding but I",0
6348,"Look he doesn't have any brothers or sisters, somebody's gonna have to teach him this stuff!",4
6349,And I haven't taught him anything that a normal 6-year-old doesn't know anyway!,0
6350,Crap!!,3
6351,I gotta go!,0
6352,Look at that! Look at that! They're going into the first class lounge! Do you know what they have in there?,2
6353,No.,0
6354,Me neither! We have to get in!,2
6355,Just act like you belong.,0
6356,Oh my God! Oranges!,2
6357,Shh!  Nice to see you again.,0
6358,"Uh sir, may I see your tickets please?",0
6359,"Yes, of course.",0
6360,"I'm sorry, would you move your thumb? I can't see the seat number.",0
6361,"Oh that's all right, I have it memorized. It's 1A.",0
6366,Okay!,1
6367,Y'know what?,0
6368,I realized it was stupid to get upset about not having a husband and kids.,1
6369,All I really needed was a plan.,0
6370,See I wanna have three kids,0
6371,"Oh let me guess, and you wanna have them all at the same time and you wanna have them for your brother.",1
6372,As I was saying… I should probably have the first of the three kids by the time I'm 35 which gives me five years.,0
6375,You spent a hundred dollars. That's the limit. You're screwed!,1
6376,"Uh actually, I sent the flowers before the actual date. So technically,",3
6377,Oh-oh! So that's the way it's gonna be huh? Yeah I can break the rules too y'know!,3
6378,Oh yeah? What are you gonna do?,3
6379,I don't know.,0
6380,Why am I not surprised?,5
6381,Y'know what Ross? I'm not gonna let you get away with this!,3
6382,I don't think you have much choice.,0
6383,Well we'll see!,3
6384,Bye-bye!,0
6385,Yeah bye-bye!  Hey! So just a light layer?,0
6386,Yes. Yes. Just here  and there .,0
6387,Dad?,0
6388,I'm here!,0
6389,Hey!,2
6390,"Hi. God, it seems like just yesterday you guys used to come out to watch me work.",1
6391,"Dad, we-we can't believe you're selling the house.",4
6392,"Well, it's time for a new family to start their memories here and hopefully their check will clear before they find the crack in the foundation and the asbestos in the ceiling.",0
6393,Let's grab our stuff and get the hell out of here.,0
6394,I'm sorry we can't store your childhood things anymore.,4
6395,"Oh, that's okay, I can't wait to see everything again! All of the memories",1
6396,"Well, I don't know what's in the boxes down here, but I do know there are six or seven",0
6397,I used to,0
6398,"Yeah, not as much as you used to love to play uncooked batter eater.",0
6399,"Hey, it is unreasonable to expect a child to wait for a",0
6400,"Ok, got the vent open.",0
6401,"Hi, I'm Ben. I'm hospital worker Ben. It's Ben... to the rescue!",1
6402,"Ben, you ready?",0
6403,"All right, gimme your foot.",0
6404,"Ok, on three, Ben.",0
6405,"One, two, three.",0
6406,"Ok, That's it, Ben.",0
6407,What do you see?,0
6408,"Well, Susan, I see what appears to be a dark vent. Wait. Yes, it is in fact a dark vent.",0
6409,"Phoebs, It's open! It's open!",2
6410,Wait! You forgot your legs!,2
6411,"You have a very impressive resume, Ms. Green. I especially like what I see here about implementing a new filing system.",1
6412,Thank you.,1
6413,Filing system?,0
6414,Oh-oh!,2
6415,You mean those-those little colored labels you put on all the folders?,0
6416,It certainly did brighten up the inside of the filing cabinets.,1
6417,"Well, they uh, they-they do more than that.",0
6418,I notice that you've been trusted with a lot of rather important responsibilities.,0
6419,"Yes, Joanna really has been an incredible mentor to me.",1
6420,Oh. And Rachel has been really incredible in getting my morning bagel for me. It's amazing how she gets it right almost,1
6421,"I-I-I of course, I have more responsibilities than that.",0
6422,"Oh yes, well there's the coffee too.  Rachel can carry two things at once!",1
6423,"Yes, that's very good. Now a uh, big part of this job is cultivating personal relationships, especially with designers.",0
6424,"Yes, I realize that",0
6425,"And Rachel shouldn't have any problem with that. The only problem might be getting a little too friendly, if you know what I mean.",0
6426,I love working with designers!,1
6427,"With them, under them, what's the difference? Eh, Rach?",0
6428,"Chandler, you have an assistant right?",0
6429,Did she call? You-you told her I was sick right? Always tell her I am sick!,6
6430,"Chandler, listen to me sweetie, I know you can do this. Okay? You have a beautiful smile.",0
6431,I do?,2
6432,"Yeah!  All right, maybe you don't have to smile. Let's try something else. Let's try umm, try looking sexy.",0
6433,Okay.,0
6434,Or not.,0
6435,Where's Chandler?,0
6436,Here I am.,0
6437,Wash your hands!!!,5
6438,How did you…know?,2
6439,Hey! What's she doing back here?,2
6440,"Relax, Ross. She's not made of ice cream!",0
6441,"Hey look, Phoebe. I, uh, I laid out the states geographically...",0
6442,What happened in Atlantic City?!,2
6443,"Well, Chandler and I are in a bar",0
6444,"Did you not hear me say, ""Du-ude?!""",3
6445,"And this girl is making eyes at Chandler, okay?",0
6446,"So after awhile he-he goes over to her and uh, after a minute or two, I see them kissing.",0
6447,"Now, I know what you're thinking, Chandler's not the type of guy who just goes to bars and makes out with girls, and you're right, Chandler's not the type of guy who just goes to bars and makes out with…girls.",1
6448,You kissed a guy?!! Oh my God.,2
6449,"In my defense, it was dark and he was a very pretty guy.",3
6450,"Oh Mon, I laughed so hard",1
6451,"Ho-ho, so hard we had to throw out your underwear again?",3
6452,"Whatever dude, you kissed a guy.",0
6453,"So umm, you're gonna stay with me as long as I need you?",0
6454,Of course I am!,1
6455,"Oh mom, I swear I'm not an idiot.",0
6456,"I've read all kinds of books on pregnancy and giving birth, but I-I just didn't think to read the part about what to do when the baby comes.",0
6457,And-and then guess what?,0
6458,The baby's coming and I don't know what to do.,4
6459,"Oh, can I throw up in my diaper genie?",4
6460,"No. Sweetie, you're gonna be fine.",0
6461,Wait-wait where are you going? Where are you going?,6
6462,I'm going to the bathroom.,0
6463,Okay.,0
6464,Now don't worry! Everything's gonna be okay.,0
6465,It,0
6466,Hey!,1
6467,Hey! Why are you all red and sweaty?,2
6468,I just Bamboozled Chandler!  Which is not uh sexual thing. That was a quick shower.,0
6469,Not if you were here.,0
6470,"Okay, the reason why I asked you guys out to brunch today is because I have been doing some thinking about who should be my maid of honor.",0
6471,Oh my God! This is it!   I really hope it's you!,1
6472,I hope it's you.,0
6473,Me too!,1
6474,"First of all um, I love you both so much and you're both so important to me",1
6475,"Okay, bla-bla-bla-bla!! Who is it?!",1
6476,"Well umm, I was thinking that maybe we could come up with a system where we trade off being maid of honor for each other.",0
6477,"Like hypothetically, if Phoebe were mine",0
6478,Yes!!! Oh!!,1
6479,Hypothetically!,3
6480,Still.,0
6481,If Phoebe were my maid of honor,0
6483,"Rachel would be Phoebe's, I would be Rachel's, that way we all get to do it once and no one would get upset.",0
6484,Yeah that's actually a pretty good idea.,0
6485,"Yeah, I'll do that. So who gets to be yours?",0
6486,"Well that's the best part. Umm,",0
6487,Wh-why is that the best part?,2
6488,Because then I don't have to!,1
6489,Well of,0
6490,I'm really not deciding!,1
6491,Fine!,3
6493,"Aww, and good luck to you too!  What a nice lady!",1
6494,"If you wanna give Joey a Christmas present that disrupts the entire building, why not get him something a little bit more subtle, like a wrecking ball, or a phial of small pox to release in the hallway?",0
6495,It's not just the drum noise.,0
6496,"Every five minutes, Joey throws his sticks in the air, and I have to hear, ""Oh my eye!",3
6497,"Oh god, my eye!""",3
6498,"I mean, it is so annoying.",3
6499,"Yes, thank you. You see, this is how normal people are supposed to react to drums.",0
6500,"Phoebe, you got Joey drums to annoy Rachel, so she wouldn't wanna live there anymore?",2
6501,Maybe on some level.,0
6502,Joey? Could you get that?  What are you doing here? I thought you were in your room?,2
6503,"No, I'm picking you up for our date. These are for you.",0
6504,"Ohh, Lilies. Joey, they're my favorite. Thank you.",1
6505,"And, a brownie!",1
6506,"Well, half a brownie.",0
6507,"Actually, it's just bag.",0
6508,It's been a long walk from the flower shop and I was startin' to feel faint so,0
6509,Oh man!,1
6510,This is so great!,1
6511,I actually feel like I'm going on a real date!,1
6512,"Although, I have a hint of morning sickness, and I'm wearing underwear that goes up to about……there.",0
6513,"Hey come on now, this is a real date.",0
6514,"Uh, so…nice place you got here.",0
6515,"Foosball, huh?",2
6516,Pizza box.,0
6517,"Oh, a subscription to",2
6518,"Yeah, actually that's my roommate's.",0
6519,I would like to meet him. He sounds like a stand up guy.,0
6520,"Ah yes, but he's very protective of me so you'd better watch yourself.",0
6521,"Ah… Hey, so this roommate of yours…is he good looking?",1
6522,Hm-mmm,0
6523,"Oh yeah, it must be tough to keep your hands of him, huh?",0
6524,"Yeah, but I'm pretty sure he's gay.",0
6525,"No-no-no-no, he's not! No! Why are you trying to ruin the game? Come on!",3
6526,Can you believe what a jerk Ross was being?,3
6527,"Yeah, I know. He can get really competitive.",0
6528,"Ha. Ha, ha.",1
6529,What?,0
6530,"Oh, hello, kettle? This is Monica. You're black.",0
6531,Please! I am not as bad as Ross.,5
6532,"Oh, I beg to differ. The",0
6533,That was,0
6534,Oooooh.  : Oh! I got an interview! I got an interview!,1
6535,"Well, not playing raquetball!",2
6536,He forgot to leave his grip size!,2
6537,He didn't get the goggles!,2
6538,"Well,sounds like you two have issues.",0
6539,"Goodbye, baby.",0
6540,"Ciao, bela.",0
6541,Do they wait for me to do this?,0
6542,So are you gonna tell him?,0
6543,Why would I tell him?,0
6544,"How about 'cause if you don't, his mother might.",0
6546,What are you guys doing here?,3
6547,Uhhhh.... he's not even wearing a jockstrap!,2
6548,...What did I ask?,0
6549,God. I feel violated.,5
6550,"Did anybody else feel they just wanted to peel the skin off their body, to have something else to do?",5
6551,"Ross, ten o'clock.",0
6552,Is it? Feels like two.,4
6553,"No,",0
6555,"There's a beautiful woman at eight, nine, ten o'clock!",1
6556,Oh. Hel-lo!,1
6557,"She's amazing! She makes the women that I dream about look like short, fat, bald men!",1
6558,"Well, go over to her! She's not with anyone.",1
6559,"Oh yeah, and what would my opening line be? 'Excuse me. Blarrglarrghh.'",6
6560,"Oh, c'mon. She's a person, you can do it!",1
6561,"Oh please, could she",0
6562,He could never get a woman like that in a million years.,0
6564,"Oh, oh, but y'know, you always see these really beautiful women with these really nothing guys, you could be one of those guys.",0
6565,You could do that!,1
6566,You think?,2
