,text,label
0,We have a variety of trousers . Which one do you like best ? ,0
2, What size do you wear ? ,0
4," Would you please fill in a deposit form first ? Please write down your name , your account number and the amount you want to put in . ",0
11," My bad , but at least we know the right bus to take us back . ",0
2," it's got its own library , theatre , swimming pool , and a guest house . The house itself has about ten different rooms that are all hooked up to computers so you can get things done in each room through ",0
6," We are on the second floor , one of the middle floors . ",0
7," I am going there , too . We can walk together . ",0
5,7,0
13, Yeah . You know driving is boring . TV can get me out of the fatigue of driving . ,0
4, What would you do at the party ? ,0
4, really ? What happened ? ,0
5, You'll see it's black and has burnt smell . ,0
1, What time are you leaving ? ,0
7, Will you come round next Tuesday ? ,0
0,"Yes , ma'ma . May I help you with your bags ? ",0
3," But it's Sunday , isn't it ? ",0
0,"Ah , Hello . So , you are back ? ",0
3, I actually like having a curfew . I have an excuse to get to bed on time . ,0
5, Where are you staying ? ,0
8, Bye ! ,0
7, Whole Foods has a lot of organic foods ? ,0
12, my travel agent always reminds me to plan a day of relaxing for every 3 days of sightseeing . Did you go to the Louvre ? ,0
9," No , you don't have to . ",0
2," I'm happy to hear that . Now , would you tell me where it is ? ",0
1," You should pay close attention to your manner of speaking . Speech is a reflection of personality , you know . You should reflect confidence by speaking in a low voice , loud enough to be heard without being aggressive or overpowering . ",0
8, What about cash ? ,0
3," As a matter of fact , he is . ",0
0,"Tell me about your brother and sister , Sue . ",0
2," OK , sir . Please call me when you are ready . ",0
4," I'm supposed to do it , but the general manager called me last night . He said he couldn ' t come back to Beijing as scheduled , so he asked me to attend the meeting for him . ",0
8," In this case , you should remember to give thanks for the reply you get . ",0
12," Tell me something about a time when you did something well , something you feel proud of . ",0
9," Oh , yes . Any kind of goods are dependable as our shop is well-known throughout the city . ",0
11, cool . ,0
3, Not some crazy diet fat I hope . ,0
2," Yes , I was talking to a party . We were disconnected . ",0
0,What ? Your diamond ring is lost ? ,0
3, Is there a problem ? ,0
5, it's his 50th birthday . ,0
3," Really , well , o . k . Get the receipts out . ",0
1, I apologize . This should not have to be this way . ,0
0,Do you have any idea why I pulled you over today ? ,0
7, He's terribly handsome . ,0
2, We open at lo ,0
3, Why don't we stop and have a rest here ? ,0
4," That ' s normal after a tense work evening . Working overtime is not always a pleasant experience for me either . Once , I worked overtime everyday for a whole week including the weekend . That really broke my rhythm and I got a little sick later . ",0
4," Of course , Sir . If I could have your details again and your ID , I'll check them and we can go on . ",0
2, But a quality inspection system does not mean that each unit will always be up to the standard . ,0
5," It's good . By the way , what kind of clothes do I have to bring with me ? ",0
2, Will it take me long to get there ? ,0
0,Have you ever run into a person who tries bleed you white ? ,0
0,What date is today ? ,0
12, I don't know . The weatherman didn't say anything about this in his weather report last night . ,0
8, That ' s interesting . ,0
11, You got it . ,0
5, I know . I am still going to clean it up . ,0
9, Sure . Can you have her call me back on my cell phone number ? ,0
6," Come on , dear ! You forgot it , too . ",0
2," No , the yellow ones . ",0
0,"I'm afraid we can't increase salary this year , money is just too title . ",0
5," I think you are absolutely right . Actually , my father proposed to my mother after knowing her only two weeks . They got married a month later . ",0
2, They are E / D cards . All passengers except American citizens must complete these forms . ,0
8, Does it bother you when you have to chew a lot ? ,0
10," Such as fat-free milk , whole-wheat rolls and fish sandwich . ",0
6, Then I ' ll pick you up at six thirty.OK ? ,0
1, Yes . Can I ? ,0
5, I don't think it will spoil our trip . ,0
12," Well , I know you do the right thing . ",0
0,Where did you get your mobile ? It's really cute . ,0
0,Why do you look so gloomy ? What are you looking for ? ,0
0,"Nice day today , isn't it ? ",0
0,Which film shall we see ? ,0
0,Mrs . Montgomery ? I ' Ve been trying to figure out when we should have the New Year ' s party . Could you take a book at these dates ? ,0
3," Tom is a kind guy , but addicted to gambling . He spends all his time gambling in the casino . And his wife can't put up with his incessant gambling any longer , so she divorced him . Is that right ? ",0
2, Which bus should I take ? ,0
1, But I see things rather differently.The heroin is not attractive and her acting is just so-so . ,0
7," Right . ( five minutes later ) Now , what are you having ? ",0
5," You are welcome . And , please call me Betty . ",0
2, What does he look like ? Is he handsome ? ,0
3, That is called a nuclear family . ,0
6, I think that I would like to offer three hundred and thirty thousand dollars as a counter-offer . ,0
2, Maybe I'd better call an ambulance . ,0
0,"Excuse me , can you help me figure out how to get to the Wudaokou subway station from here ? ",0
9," Yes , very high . Over your head . Then you will have time to hit the ball . ",0
4, Let me see . It seems a little late . ,0
0,"Hello , Shogun Restaurant . ",0
3, An automatic sedan . ,0
3," You haven't seen the sights yet , have you ? ",0
5, can I ask why ? Were you unhappy working for us ? ,0
5, What about coming back ? I'd like to come back about 7 p . m . ,0
4, Some of my grappa will cure your shyness . ,0
2," Well , I got laid off , and I ' m looking for work . ",0
5," Yeah , they are doing it for fun . Seldom would people like my exercise . It ' s difficult and boring . ",0
4, We're just looking for a reasonable price according to the specifications in our project blueprint . That's all I can say . ,0
3," Hi , I ' m Susan Marshall , You can call me Susan.Nice to meet you . ",0
2, Er ... I'd like to know what time it is now . ,0
3, It seems that you don't like him . ,0
6, Extra lean . ,0
5, I come from America . Are you a freshman ? ,0
1, Sure . What is it ? ,0
10," My advice is to keep looking for jobs yourself . Check the job boards at the job center regularly and check the newspapers daily . If you have friends or relatives here , ask them for help , too . ",0
11, 15 years . ,0
2, Yep . They're prescription contacts with UV protection . ,0
1," Yes , thank you . I want to get a handbag . ",0
9," OK , thank you , Doctor . ",0
4, The blue SUV in front of the Honda . ,0
4," Oh , I see . ",0
1," Yes , ma'am . Here we are . ",0
1, What ' s the problem ? ,0
5, What kind of price did you want ? ,0
9, Could you tell me where the office is located ? ,0
1, You mean for this afternoon ' s meeting ? ,0
4," OK . Would you like something to drink in advance ? We have all kinds of sodas , juices , beers and wines . ",0
0,I have a sore throat and my chest hurts . ,0
0,Welcome to Super Stereos . What can I do for you ? ,0
1, It takes two to make a quarrel and it takes two to mend fences . ,0
4, I'll be back tomorrow with my work clothes and a gallon of lavender paint ! You just sit back and relax ! ,0
0,Welcome to our International Business Counter . How can I help ? ,0
3," Ah , yes , here you are Ms . Gleason . You reserved a single , right ? ",0
6, I ' d rather you told her . ,0
0,"Either we'll be millionaires , or we won't ... won't have a dime . ",0
6," oh , I don ' t . they don ' t seem to take anything seriously . You never know when they are joking and when they are being serious . ",0
5, I have an offer to work for a company in your city today ? ,0
3, You can get DEL or dial-up . ,0
1," Nothing really , why , what ' s up ? ",0
4," Well , it came with a certificate , and it looks real . But auctioning on eBay is risky . ",0
0,"She is really pretty , isn't she ? Her skin looks so baby-smooth ! ",0
1," Yes , unbelievably cheap . Carlsborg is less than $ 1 . ",0
5," Well , no surprise there . ",0
7, Yeah . She died in her sleep . ,0
8," All right , we'll wait for your answer . ",0
3," You see , . This time I traveled to the West . When I looked out of the windows of the rain , all the lands that I could see are as dry as a bone . ",0
3, That's fine . Maybe you should be more careful . ,0
3, How much will it cost ? ,0
1, I got a perfect look at the suspect . ,0
5," About two years , but it seems as if I got here yesterday . ",0
1," I know , Grandma , I just ... ",0
3, Is there anything as good as a hot fudge sundae ? ,0
4, And next ? ,0
3, They're still fighting hard . Let's wait and see . ,0
3, I braked as hard as I could . ,0
2," Well , I feel a little tired . ",0
2, What about your mother ? ,0
11," They're similar to an avocado . When the outside feels soft , they're ripe . ",0
1, Hello ! Could I speak to Sheerly Lim please ? ,0
0,Do you know how the national flag of Canada looks like ? ,0
11," Yes . I'd like to visit France . I'd like to travel all over the world . As you describe it , France seems to be very much like Japan . I would like to see it for myself . ",0
8, Go ahead . ,0
2, How about going to English corner with me ? ,0
3," I just checked the oil myself , but you can check the tires . ",0
3," No , tell me more . ",0
6, No . But now he will be in bigger trouble ! What's a boyfriend for ? Forget about Valentine's Day ? ,0
4," Okay , more relaxed . Got it . Hey , Sally , what ' s up ? It's Tracy here , just . ",0
0,"Nowadays , ships and boats are no longer so important in transportation as they used to be . ",0
14," No , we don't , especially the old people . But more and more young people fall for coffee . ",0
8," Of course . After this , I want to show you to the Haunted House . ",0
2, How old is he now ? ,0
5, That is not for a while . His birthday is only in August . ,0
17," Yes , we agreed to that . We have great confidence in your inspection institution . Through years of dealing with you , we've convinced of your commercial integrity . ",0
3, Thanks . Lovely day . Pity I ' m on duty . ,0
1," OK , sir . How do you like your meal ? ",0
4, About 20 minutes . ,0
2, Will you travel by sea or by air ? ,0
6, have you tried The Peninsula Palace Beijing ? My wedding reception was held there and they did an excellent job . ,0
6," E-A-K-I-N-S.First name , Donald.And what's your present address , Mr.Eakins ? ",0
2, I do.We haven't watered them for quite a few days . ,0
4," Hmm ... I'd like the cheaper one , please . Can I pay hy cheque ? ",0
2," Sometimes , we , human beings , really had done something wrong , so we should admit it at first . ",0
5, Thank you . We'll order once we try the sample . ,0
1," Just fine , Mr . Emory . Could you please sign this memo ? I want to get it out to everybody this afternoon . ",0
1," Well , if you want to look professional , serious and more conservative , a blue dress , white shirt and not-too-high shoes would be the best choice . But sometimes , very formal clothes will keep you at a distance from your colleagues . It depends on the company ' s dress code . ",0
3, That is a good idea to start with . I also think the mass media is also a good approach for advertising . ,0
0,Was there an accident on the freeway today ? ,0
0,"What ' s the matter , dear ? ",0
0,Do you take a bus to and from work ? ,0
2," You should change your attitude , or you will not pass the course . ",0
3," Maybe you have two choices . You could attend school during the day , or you could get a position that provides training . ",0
1, I have exactly the same feeling . This afternoon he explained the ins and outs of the stock market to me . He knows a lot about investments . ,0
5, Yes . From October lst we have to charge every passenger $ 5 for the airport tax . ,0
0,How old is Keith ? ,0
1, I don't think that will do . How about the one at your back ? ,0
0,"Honey come on ! We are going to be late ! Honestly , you take longer getting ready than I do ! ",0
7," 1,000 RIB , it should all be there . ",0
0,I like the kid.He ' s so lovely . ,0
2, We should have a word with him . ,0
7, How much ? ,0
4, Can't you see the notes here ? ,0
1, I don't know about that . ,0
1," It ' s good . But to tell you the truth , I don ' t wear perfume . ",0
1," Just a minute . I am as busy as a bee right now ... Ok , I am done . What can I do for you ? ",0
2," No , I don't know which one to choose . I think maybe you can help me . ",0
1," May I have the menu , please ? ",0
14, I'm not that hungry . I think I'm just going to have a salad . ,0
5, About two years now . ,0
0,"Sir , may I help you ? ",0
6, I'm planning to discuss the advertising budget at the conference . I don't think we should continue with the TV advertising . ,0
8," Hum , what you say make sense . But you know , I still have to ask my parents for pocket money , and I hate to do so at this age . ",0
2, And please send this letter by registered mail . ,0
7, My boss . ,0
0,"Good morning , sir . What can I do for you ? ",0
7, BYOB ? What's that ? ,0
10," it is good news , but it looked like you were almost finished . We might as well just sign off . ",0
2," oh , that's exciting . What's this guy like ? Is he hot ? ",0
0,why are you in such a good mood today ? ,0
1, Sure . Where would you like to stand ? ,0
10, great . It's a lovely neighborhood . And it would be nice to be neighbors again . It would be just like the old days ! ,0
4, No . Not necessarily in town . But in southern Wisconsin somewhere . A tornado has been spotted . They have two stages here.This is what is called a tornado watch . That means that the weather conditions are perfect for a tornado . ,0
0,"May I help you , sir ? ",0
4," Come on , what have you got to lose ? ",0
2, Yes.we have herb medicine and ready-made medicine . ,0
2," Yes , now what do I do ? ",0
5," Then what is the problem , sir ? ",0
7, Ok . Where shall I pay duty for it ? ,0
7, I ' m studying for my chemistry exam tomorrow . ,0
4," No . I just like looking at wedding rings , OK ? ",0
5, You have to have your ticket checked . ,0
6," Ok Chloe , can you please breathe in and out slowly for me while I listen to your chest ? You really are all bunged up , you don ' t sound too good at all . Ok , I ' m going to set you up with a bunch of antibiotics . You will need to take these orange pills twice a day and these blue pills every evening . You will also have to take this cough medicine three times a day after meals . Finally , I am giving you an inhaler to use every time you feel breathless . . . just to clear up your lungs ! ",0
0,What are your hobbies ? ,0
1," Um , okay . Well , I just want a trim . Nothing too fancy . ",0
0,I'd like to reserve a room . ,0
4, How happy you are ! I have to stay at home to prepare my final exam . ,0
8, I would like to see Dr . Smith . ,0
4, How about this one ? It's graceful in style . ,0
0,I'll treat you dinner . ,0
2," Well , come and talk to me then . ",0
8, Like what ? ,0
0,Welcome to IBA Consumer Credit . What can I assist you with ? ,0
16, Anything else ? ,0
1, I have not given it much thought . Do you have any good suggestions ? ,0
1, Do you want to send it by airmail or by surface mail ? ,0
1," Chinese , maths , English , chemistry , physics , biology and so on . ",0
13," No , no . That's too big a number to be acceptable . Let's put it at 450 pieces . And we'll strive to sell more , of course . We wish to add another clause . For every 50 pieces sold in excess of the quota , we'll get 1 % more in commission for our efforts . ",0
6," Nope , I do not have a membership yet . ",0
6, One way or round trip ? ,0
3, Hopefully it will . ,0
0,"Jenny , you're too lazy . You should do some exercise . See , you're getting fat . ",0
2, Is it on this floor ? ,0
1, I don't think so . ,0
4, No problem . ,0
0,We must set 1000 dollars aside each month . ,0
7, not much ; it was a minor offence back then . He got away with a fine of $ 500 . ,0
4, What course did you like best ? ,0
1," Well , it is hard to say . At least you need to come up with a good reason . ",0
17, Store credit is okay with me . I'm sure I will find something I like . I shop here a lot . ,0
0,"Hi , Jone , how are you ? ",0
10," Do you need anything else , sir ? ",0
1," Yes , I'll have tomato soup and my friend will have mushroom soup . ",0
1," I like studying English , and I can read well , but speaking can be difficult . ",0
4, Don't worry . I won't . ,0
7, Yes . I must see your receipt . You can't have your money back without receipt . ,0
2, I see . Are there any seat available ? ,0
4, Do you want large or small bills ? ,0
0,Oh my god ! It's 10:00 pm . I have to go . ,0
6," That is OK . We have photo taking service here . You may pay your fee , take a photo there and take it back here . ",0
13, Are you from south ? ,0
5, I didn ' t have time to return them . ,0
3, They are all leather . How do they feel ? ,0
13, I don't know.The person we asked had to give us directions to the highway to get back here . ,0
6," You ' re right . I ' m being crazy ! Ok , I ' m ready , let ' s do this ! ",0
8," Can I prepare your drink on the rocks , or would you prefer it blended ? ",0
4, No . Just some fun in the sun . We really need to get away and relax for a few days . ,0
7, Yes and maybe a jacket in case it gets cool . ,0
2," I'm awfully sorry , sir . I do apologize . A ten-year-old boy and a mother live upstairs . Maybe the boy is a little bit naughty . ",0
2, I can't wait anymore . When does the performance start ? ,0
9," No , it's so much worse . And tonight they invited me out to dinner . I really have no idea how I'm going to pull it off . ",0
4," A moment , please . ",0
7," Find out what other companies charge for the same products or services . Price yourself near the low end . Don ' t be much cheaper than everyone else , because many customers distrust very cheap things . Th ",0
9," Not all the same nowadays I must say . Many families , especially those of newly married couples , choose to make an overseas trip to escape the routines . Rose and I had a tour to Singapore , Malaysia , Thailand and Hong Kong last year . We stayed there for two weeks until the last day of the holiday . ",0
0,There ' re traffic jams everywhere . ,0
9, You could try . It would save you a lot of money . ,0
3, Kentucky's ? Is that a chain restaurant ? ,0
5, I think neither your parents or mine would agree to such an idea . ,0
3, At 6:30 on next Monday evening . ,0
4," No , at night . ",0
2, Late night ? ,0
8, Gate 29C . Have a nice flight . ,0
9, Could you do that ? ,0
15, don't worry . i'm sure our etiquette will become a natural part of your behavior as time goes by . ,0
11, That ' s fine . ,0
4, What would you like to order ? ,0
3, It looks fine . Is this an inclusive tour ? ,0
7," Good.There are many different kind of language labs , but ours is a small one.If you decide to take the job , I'll explain how to operate the system , Are you sure ? ",0
3," yes , they are . I gave them a good clean . They are in good condition and don ' t need to be replaced . ",0
2, How do you feel what you have done ? Did you meet our goals ? ,0
3, I am equipped with much experience in teaching for more than 30 years and I also edit teaching materials by myself . ,0
4, A B plus . ,0
8," I know what you mean , I can't wait until it's winter . ",0
1, It ' s a programme about islam . It ' s very interesting . ,0
2, I thought he usually wrote horror books . ,0
4, I see . Do you ski often ? ,0
0,It's too hot to read . ,0
11, My favorite is to play computer games . ,0
1, We have a kind of floating bonus on a yearly basis . ,0
3, She freelanced with us for 3 years . She was always consistent and punctual with her assignments and a pleasure to work with . ,0
10," I ' m included on your list of references , right ? My praise of you could really make a difference . ",0
4, What else have you got ? ,0
4, It ' s so hot at lunchtime ; I ' d rather run in the morning . ,0
7, have you ever seen a live game ? ,0
6," I see . Well , we have a lot of Spanish customers , but you wouldn't need to write any Spanish here . ",0
3, My sister did it . When did you get yours cut ? ,0
5, Could you come back later ? We're right in the middle of dinner . ,0
5," No , I will call the attendants at the gate . I'll tell them you are on your way . ",0
2, Oh . I see . Don't you have Mao Tai ? ,0
1, What did he aim at ? ,0
8, OK.Now you can pick your fabric and pattern design . Please follow me . ,0
5, 4434 1234 5678 9902 . ,0
3," Oh , hi , Tom . How've you been ? ",0
11, But how will I get to know the products ? ,0
4, For example ? ,0
4, And job seekers will certainly check the paper over on Tuesday . ,0
8, When are you going to make it ? ,0
3," Oh , I'm sorry to hear that , sir.What exactly is problem ? ",0
6," I see , so why did you decide to leave finally ? ",0
7, Let me see . ,0
7, when did you learn to dance ? ,0
1, No problem . What ' s wrong ? ,0
5, Who voted for him ? ,0
11," Well , I will see . How was your day at the office ? ",0
10," Yes ! We made it . 5:58 , just before the library closes . ",0
0,Did you hear who won the English speech contest ? ,0
5, There won't be many other expenses expect food . ,0
0,"How do you usually spend your time , now that you ' Ve retired ? ",0
3, I laughed up my sleeves at him . He ' s seen his girlfriend off at the airport and had lipstick on his face and did not know it . ,0
1," When I have time , I sometimes draw and paint . ",0
6, Oh dear . That ' s terrible . What was in your wallet ? ,0
0,You and Bob have finished ? ,0
1, So are you . ,0
10, I want a book on physics . Could you show me where I can find it ? ,0
4," Uh , I'd like to , but I have to work late . ",0
21," No . Well , I don't know.But Taiwan is so crowded . Don't you miss life in America ? ",0
3," Certainly , you need to pay a deposit at first , and you will pay the rest monthly . ",0
8, Did you find a lot of things wrong during the home inspection ? ,0
5, Thank you . ,0
6," Yes , seven years . ",0
2," Oh , yes . Hi , how are you ? ",0
17, Bye ! ,0
7, It was quite good . But . I missed the beginning of it because I had to eat first . ,0
3," I go to bed , but I just can ' t get comfortable enough to stay asleep . ",0
15," I'll be expecting you , then . ",0
2, I think so . ,0
3, I have two years driving experience . ,0
1, When will you set out ? ,0
3," Yes , that's right.But I'm having a holiday here . ",0
8," Thank you . Right , your room number is 105 . Here's your key and receipt . Thank you for choosing our hotel again , sir . ",0
7, Are they ? ,0
1," Yes , I am . What's wrong ? ",0
1, Hello ! I'd like to reconfirm my flight reservation . ,0
6, I see your problem . ,0
6, Thanks . Have a nice trip . ,0
4, That will be OK . ,0
3, I'm afraid I don't know how to use your camera . ,0
8," Now that I think of it , three days is better than seven . ",0
0,Why have you decided to change jobs ? ,0
10, You are being watched ! Be careful Dan ! Be careful ! ,0
9, Bye . ,0
11, Yes . She treated us all fairly . She don ' t have any teacher ' s pets . ,0
4, Will they recommend me the class that suits me ? ,0
5, Here is the answer sheet . Do you see a place where I marked something wrong that should have been right ? ,0
1," Yes , I was there as an English teacher . ",0
2, Do you have any short-term goals ? ,0
14, Who knows ! ,0
5," OK , I see . Here you are . Is that OK now ? ",0
0,Are things still going badly with your house guest ? ,0
3," Well , I believe I ' m a good team-player , but I can also work well independently . I ' m very enthusiastic and , well I hope my colleagues would agree , I ' m fun to work with . ",0
3, I think I'm getting a heart stroke . ,0
4," Wow , with such a big change.We won't have the same name ? ",0
2, Can you tell me where the taxi stand is ? ,0
7, Jeez . Tourists . ,0
2," Yeah , I think so ! I pledged Phi Iota Alpha , so I'm living at the frat house now . ",0
4, For killing time and making new friends . ,0
10, All right . I'll take the room . ,0
1," Jason , you have no taste . You think First Blood is a good movie . ",0
3, Come some time next week if you like . I think we'll have got some by them . ,0
0,"Excuse me , can you tell me where I can take a taxi ? This is the first time I have been in England , so I don't know where I can do at all . ",0
7, Connecticut is east of New York . ,0
1, Yes . ,0
2," All right . Have a seat , please.Let me ask you a few questions.First of all , may I have your name , please ? ",0
7," Yes , here this is . ",0
6, Yeah-all from Italy . See all the saints ? They're important to Roman Catholics . ,0
3, Perhaps you left that at school . ,0
1, I'm afraid you've got the wrong extension number . ,0
8, Ok . Can I try it on ? ,0
7, On a Friday night ? ,0
0,I would like to open an account today . ,0
3," My diet consists mainly of fruits , veggies , and chicken . ",0
2," No , they've all been cut down and now all the soil is washing away . ",0
2," Yes . And another thing , would you mind not making long distance calls ? ",0
1, You'll never lose weight if you listen to your stomach . ,0
1," Her name is Laura , isn't it ? ",0
6, Then I will simply have to invite all the Robinson ' s over for dinner on Thursday . ,0
2, I didn ' t pay attention to that . I will try to get the paper out . ,0
3, Could you possibly effect shipment more promptly ? ,0
1, I didn't really like it all that much . ,0
3, I don't know.Maybe they are really crazy . ,0
3, No way ! My parents used to hang out at those places . ,0
3, Don ' t your relatives visit other relatives ? ,0
2, Some aspirin or Panadol should help . You can pick some up at the pharmacy when you go to fill your prescription . ,0
8," That's the point . Your overhead is in your domestic price , but it can't be carried in the CIF price . ",0
2, It is cold on the mountain . Have you packed the windshelled clothes and bodywarmers ? ,0
0,We were decorating and I ' m going to ask some things . ,0
5, I don ' t buy into that . I think it ' s just a fad . Pretty soon this will pass and everyone will be into wear-wolves or zombies ! ,0
3," Well , you should talk with your son and let him make his own decision . ",0
6, 500 in twenty dollar bills and the rest in a dollar bills . ,0
6," oh , Tibet sounds great , but I'm afraid it'll cost too much . Last time I traveled to India , and it cost me a fortune . ",0
3, sure . Would it be alright if I brought a few friends ? ,0
5, Yes . He's never said anything so I never told him . But now that he's getting older ... ,0
2, Do you know about our school ? ,0
2, Don ' t worry about it . I ' ll show you how . It ' s a piece of cake . ,0
3, You mean finally Henry bought the broken car himself . ,0
17, Of course . It's a good school . How long have you lived in Taichung ? ,0
9," Yes , I was . And I like living here.People know how to party here . In Taipei , some people know how to party.But here , everyone does . ",0
5," You could inquire about the results directly , but should be politely . ",0
0,I'd like to request some more amenities . ,0
10," No , it isn ' t . It ' s stopped . I forgot to wind it up last night . ",0
3," So , how do I use it ? ",0
6, And what about dinner ? ,0
1, That sounds great ! I ' d love to ! Here is my address . Pick me up at eight ? ,0
5, Are these seats all right ? They're in the second rows . ,0
7, yeah . we never do that in a public office . ,0
4," It's also convenient , but it's usually crowded . ",0
11," Yes , maybe . But I feel better since becoming a vegetarian . Maybe you could also have a try . ",0
8, Is that everything ? ,0
2," When I come late , there ' s usually nothing left . ",0
20, It ' s on the first floor . ,0
5," You need a child first , and that's your duty , too . ",0
4," yes.They have some sort of digital receptionist.So when I called in , a machine told me to push a button for the department I wanted to be transferred to . ",0
4," Don ' t , don ' t , don ' t , don ' t say that . That , that makes it worse . ",0
2," When viewing the Earth from space , do you feel detached from humanity or more a part of the totality of humankind ? ",0
1," Yes . Show me the sweaters , please . ",0
7, You'd better wait . The gums are swollen . Take the medicine I prescribe and come back in three days . ,0
0,"What's wrong with you , young man ? ",0
11, Trust me . ,0
1, It was washed by washing machine . ,0
5, What do you do then ? ,0
1," OK , sir . How many are coming ? ",0
0,What's your favorite movie ? ,0
6," A deposit , huh ? I would think my baggage would be enough of a deposit . ",0
2, What kind of sponsoring are we talking about ? I don't know how effective sponsorship really is ... ,0
5, Why would I spy on you ? ,0
3, Did you bow back ? ,0
4," Yes , it's the right size , but it weighs too much . ",0
0,I'd like to return this radio . ,0
2, Let me give you a hand . The author is ... ,0
4, Fine . ,0
1, Thursday mornings are usually the slowest around here . Why don ' t we set it for Thursday at 10:00 a . m . ? ,0
3," No , they won't . They are shrink proof . ",0
3, Do I get a card ? ,0
4, It is ok with me . So I will be arriving at your office around two fifteen PM . ,0
0,Merry Christmas ! ,0
6, OK . Here's the key . Take care . ,0
8," Good , where are you now ? ",0
5, It happened this morning . ,0
8, That's what I did . ,0
6," Next time , go with your gay friend who is more in touch with his feelings . ",0
7," yes , but I'd like to have a chance at job advancement . ",0
5, I think I can figure this out . Let's see if this works as advertised . Say ' cheese ! ' ,0
10, She must be deaf . ,0
10, Are there many choices of online shopping ? ,0
5, You can deposit an initial amount of five dollars . ,0
0,Were you able to get a look at the suspect's face ? ,0
2, This is Room 705 . The air conditioner in my room doesn't work . ,0
5, Sounds good ! What is the hotel that we will be staying at like ? ,0
0,Why don't we get ourselves a new car ? The old one's falling apart . ,0
1, I was in my friend's room talking for an hour of so . ,0
7, It won't turn on if the cords aren't connected . ,0
2," What's your unloading port , please ? ",0
7, Is there anything else you'd like to get ? ,0
5, No . You would break all your teeth on it . ,0
3," Yes . I heard about that . And I know you want to buy it , but I ' m not interested in detective novels . ",0
0,"You are from Japan , aren't you ? ",0
3, When did you come to America ? ,0
6, I'll make it up next week . ,0
5, Of course . ,0
12," I am talking about dinner tonight , not a lifetime . ",0
8, Just a minute please . ,0
6," Well , we offer a 10 % charge for our members . ",0
2," Yeah , I know what you mean . The first year of any marriage is difficult for all couples , not to mention two people from different cultures . ",0
2," Right . If the cheque is coming from the US , into a local currency account it will take 7 working days to clear . ",0
4, It's hard for me to imagine . How can you stand that ? ,0
4," Those small countries are microscopic compared to Russia . European countries are relatively small . France looks quite big in Europe , but compared to many countries in other continents , it ' s not very large at all . ",0
6," Yes , but he ' s got a wife and 3 children as well . ",0
5, Don ' t take that tone with me . Do you have an invoice for these items ? ,0
3, Would you like a shampoo first ? ,0
3," B :: All right . I graduated from the nursing school of Beijing Medical University . The nursing school offered such courses as nursing science , nursing psychology , nursing ethics , internal medicine , surgery , pediatrics , and so on . ",0
4," OK , sir . Do you want some soups ? ",0
10," Veronica , wait ! ",0
6," I'm sure it's nothing serious , probably just a minor fault . I'll have a look at it . ",0
8," Oh , listen , you'll soon learn , and I am sure they will explain to you how they like to get prepared . ",0
0,"Are the children all grown up now , Rose ? ",0
3, That's right . Why do you ask ? ,0
1, I just had a complete physical examination and passed with flying colors . ,0
11, I know . It ' ll also help you make more money . ,0
4, Are you sure ? ,0
4, She is dealing with customers and driving up new business . The guy next to her is in charge of their office computer network . ,0
10, What a pity ! ,0
0,Your total comes to $ 36.78 . ,0
2, We ' Ve all enjoyed being with you . When will you come back ? ,0
0,I don't know why people are just mad about David Peckham . Is there really anything so fascinating with him ? ,0
9, I know what the characters on the paintings mean . I think Chinese characters look very artistic . It ' s said that the way they are written can give insight into the artist ' s character . ,0
1," No , what happened ? ",0
2, I hate to make you work through your lunch break with how busy you are ... ,0
10," no , but I'm sure I'll get better soon . ",0
1, Let me see . It's £ 800 per set CIF London . ,0
3," I agree . Buses bounce too much . After two or three hours , you feel too tired . ",0
7, Maybe it can take effect . ,0
3," In fact my records were excellent . My overall GPA was 9 on a 10 scale , which was the highest in my class . ",0
3, Is that hard to get a passport ? ,0
3, Ahhhhhhhh ,0
8," And among apples , oranges and bananas , which is your favorite ? ",0
6, Can I have a look ? ,0
1," If I were a manager , I would have a private talk with this employ to figure out the reasons . It is very important to have this one-to-one discussion in an unthreatening situation without any distraction . ",0
4, I don't think so . That way it would lose all the charm . I want it to be a surprise . I want to show her that I care about her and I hope our friendship will last . ,0
3, It beats me ! I never thought about it before and maybe I thought finding a career is a simple thing . ,0
1, not too well ! I ' m just to the doctor . I haven ' t been feeling too well .. over the last few days . ,0
0,"Good morning , sir . Can I help you ? ",0
1, I like taking photos . ,0
5, How long have you had these problems ? ,0
1," Oh , yes , Mrs.Saxton . Please take a seat here . ",0
6, You are welcome . ,0
0,"He came to work late every day that week . Then on Friday , he didn't show up at all . ",0
2, Why ? ,0
4, I wanted to show you the cabin . We only had another half-hour to go . ,0
4, No . We ' ll meet at my house . He invited my family to spend the weekend with his family at their villa . ,0
1, Yes . All international ping-pong tournaments have become a demonstration of Chinese supremacy in the sport . ,0
9, I like it very much . My name has became part of me . I don ' t want to change it . ,0
5," Yes , my father runs a business so I have opportunity to work in the finance department every holiday . ",0
2, What are the different kinds ? ,0
6, Taking a yoga class or learning some relaxation techniques can help you cope with your stress . ,0
0,Would you mind if I ask your health status ? ,0
3," Ok , but how long I have to wait , it is going to be more than 30 minutes . ",0
8, No . If you step on the accelerator pedal you can flood the carburetor and your car will never start . ,0
11," Okay , I'll take it out front right now . ",0
4, Yes.It was just when I was walking in the park . I saw some children with a newspaper . ,0
0,"Hi , waiting for the bus ? Where are you going ? ",0
9, Their family is very similar to Cindy and Ron ' s family . ,0
